"31","[{""busstop"": ""NRColony,N.R.COLONY,BESIDE BBMP OFFICE, OPPOSITE AMBHA BHAVANI TEMPLE"", ""latlons"": [""12.9379618261"", ""77.5689703133""]}, {""busstop"": ""Netakallappa Circle,BASAVANAGUDI,OPPOSITE OF GURU RAGHAVENDRA BANK"", ""latlons"": [""12.9395624343"", ""77.5721522514""]}, {""busstop"": ""Basavanagudi Police Station,BASAVANAGUDI,BESIDE ACHIEVE SCHOOL OF EDUCATION"", ""latlons"": [""12.94189"", ""77.57358""]}, {""busstop"": ""Gandhi Bazaar,BASAVANAGUDI,BESIDE ASHOKA PLAZA"", ""latlons"": [""12.9457424115"", ""77.5707005896""]}, {""busstop"": ""Ramakrishna Ashrama,GAVIPURAM EXTENTION,OPPOSITE OF STATE BANK OF INDIA"", ""latlons"": [""12.94914747783"", ""77.567561017579""]}, {""busstop"": ""Bangalore High School,KEMPE GOWDA NAGARA,IN FRONT OF MORE MEGHA STORE"", ""latlons"": [""12.9518947285"", ""77.5674634986""]}, {""busstop"": ""Chamarajapet,CHAMARAJA PETE,BESIDE VENKUS & CO. PETROL BUNK"", ""latlons"": [""12.957194522"", ""77.5682954863""]}, {""busstop"": ""Makkalakoota"", ""latlons"": [""12.95850855"", ""77.57402561""]}, {""busstop"": ""Krishnarajendra Market"", ""latlons"": [""12.9613111"", ""77.57513928""]}, {""busstop"": ""Town Hall,OPPOSITE OF RANI CHANNAMMA STATUE"", ""latlons"": [""12.96354088"", ""77.5850038882""]}, {""busstop"": ""Corporation,CORPORATION,IN FRONT OF BANAPPA PARK"", ""latlons"": [""12.9685279448"", ""77.5864692125""]}, {""busstop"": ""Cauvery Bhavana,K.R. MARKET,OPPOSITE OF BWSSB"", ""latlons"": [""12.972107688"", ""77.5824879762""]}, {""busstop"": ""Kempegowda Bus Station"", ""latlons"": [""12.978062"", ""77.572342""]}]"
"31A","[{""busstop"": ""Thyagaraja Nagara,THYAGARAJA NAGARA 2ND BLOCK,BESIDE IYANGAR BAKERY"", ""latlons"": [""12.93244215532"", ""77.5678203537628""]}, {""busstop"": ""M M Industries,BANASHANKARI, 2ND STAGE,IN FRONT OF KODAK EXPRESS STUDIO"", ""latlons"": [""12.9290138092"", ""77.5735209323""]}, {""busstop"": ""Tata Silk Farm,BASAVANAGUDI,IN FRONT OF GARADI APARTMENT"", ""latlons"": [""12.9356233589"", ""77.5737367664""]}, {""busstop"": ""Basavanagudi Police Station,BASAVANAGUDI,BESIDE ACHIEVE SCHOOL OF EDUCATION"", ""latlons"": [""12.94189"", ""77.57358""]}, {""busstop"": ""Gandhi Bazaar,BASAVANAGUDI,BESIDE ASHOKA PLAZA"", ""latlons"": [""12.9457424115"", ""77.5707005896""]}, {""busstop"": ""Ramakrishna Ashrama,GAVIPURAM EXTENTION,OPPOSITE OF STATE BANK OF INDIA"", ""latlons"": [""12.94914747783"", ""77.567561017579""]}, {""busstop"": ""Bangalore High School,KEMPE GOWDA NAGARA,IN FRONT OF MORE MEGHA STORE"", ""latlons"": [""12.9518947285"", ""77.5674634986""]}, {""busstop"": ""Chamarajapet,CHAMARAJA PETE,BESIDE VENKUS & CO. PETROL BUNK"", ""latlons"": [""12.957194522"", ""77.5682954863""]}, {""busstop"": ""Makkalakoota"", ""latlons"": [""12.95850855"", ""77.57402561""]}, {""busstop"": ""Krishnarajendra Market"", ""latlons"": [""12.9613111"", ""77.57513928""]}, {""busstop"": ""Town Hall"", ""latlons"": [""12.96393155"", ""77.58425661""]}, {""busstop"": ""Corporation,CORPORATION,IN FRONT OF BANAPPA PARK"", ""latlons"": [""12.9685279448"", ""77.5864692125""]}, {""busstop"": ""Cauvery Bhavana,K.R. MARKET,OPPOSITE OF BWSSB"", ""latlons"": [""12.972107688"", ""77.5824879762""]}, {""busstop"": ""Kempegowda Bus Station"", ""latlons"": [""12.978062"", ""77.572342""]}]"
"31B","[{""busstop"": ""Dattatreya Temple"", ""latlons"": [""12.93441"", ""77.56585""]}, {""busstop"": ""NRColony,N.R.COLONY,BESIDE BBMP OFFICE, OPPOSITE AMBHA BHAVANI TEMPLE"", ""latlons"": [""12.9379618261"", ""77.5689703133""]}, {""busstop"": ""Netakallappa Circle,BASAVANAGUDI,OPPOSITE OF GURU RAGHAVENDRA BANK"", ""latlons"": [""12.9395624343"", ""77.5721522514""]}, {""busstop"": ""Basavanagudi Police Station,BASAVANAGUDI,BESIDE ACHIEVE SCHOOL OF EDUCATION"", ""latlons"": [""12.94189"", ""77.57358""]}, {""busstop"": ""Gandhi Bazaar,BASAVANAGUDI,BESIDE ASHOKA PLAZA"", ""latlons"": [""12.9457424115"", ""77.5707005896""]}, {""busstop"": ""Ramakrishna Ashrama,GAVIPURAM EXTENTION,OPPOSITE OF STATE BANK OF INDIA"", ""latlons"": [""12.94914747783"", ""77.567561017579""]}, {""busstop"": ""Bangalore High School,KEMPE GOWDA NAGARA,IN FRONT OF MORE MEGHA STORE"", ""latlons"": [""12.9518947285"", ""77.5674634986""]}, {""busstop"": ""Chamarajapet,CHAMARAJA PETE,BESIDE VENKUS & CO. PETROL BUNK"", ""latlons"": [""12.957194522"", ""77.5682954863""]}, {""busstop"": ""Makkalakoota"", ""latlons"": [""12.95850855"", ""77.57402561""]}, {""busstop"": ""Krishnarajendra Market"", ""latlons"": [""12.9613111"", ""77.57513928""]}, {""busstop"": ""Town Hall"", ""latlons"": [""12.96393155"", ""77.58425661""]}, {""busstop"": ""Corporation,CORPORATION,IN FRONT OF BANAPPA PARK"", ""latlons"": [""12.9685279448"", ""77.5864692125""]}, {""busstop"": ""Cauvery Bhavana,K.R. MARKET,OPPOSITE OF BWSSB"", ""latlons"": [""12.972107688"", ""77.5824879762""]}, {""busstop"": ""Kempegowda Bus Station"", ""latlons"": [""12.978062"", ""77.572342""]}]"
"31E","[{""busstop"": ""Indira Nursing Home Tyagarajanagar,BANASHANKARI 2ND STAGE,BESIDE INDIRA NURSING HOME"", ""latlons"": [""12.9292645119"", ""77.5641326141""]}, {""busstop"": ""Thyagaraja Nagara,THYAGARAJA NAGARA,BESIDE APOLLO PHARMACY"", ""latlons"": [""12.9324289318"", ""77.5676909834""]}, {""busstop"": ""KEB Thyagaraja nagara,THYAGARAJA NAGARA,OPPOSITE OF K.E.B. QUARTERS"", ""latlons"": [""12.9348085968025"", ""77.5682849666055""]}, {""busstop"": ""NRColony,N.R.COLONY,BESIDE BBMP OFFICE, OPPOSITE AMBHA BHAVANI TEMPLE"", ""latlons"": [""12.9379618261"", ""77.5689703133""]}, {""busstop"": ""Netakallappa Circle,BASAVANAGUDI,OPPOSITE OF GURU RAGHAVENDRA BANK"", ""latlons"": [""12.9395624343"", ""77.5721522514""]}, {""busstop"": ""Basavanagudi Police Station,BASAVANAGUDI,BESIDE ACHIEVE SCHOOL OF EDUCATION"", ""latlons"": [""12.94189"", ""77.57358""]}, {""busstop"": ""Gandhi Bazaar,BASAVANAGUDI,BESIDE ASHOKA PLAZA"", ""latlons"": [""12.9457424115"", ""77.5707005896""]}, {""busstop"": ""Ramakrishna Ashrama,GAVIPURAM EXTENTION,OPPOSITE OF STATE BANK OF INDIA"", ""latlons"": [""12.94914747783"", ""77.567561017579""]}, {""busstop"": ""Bangalore High School,KEMPE GOWDA NAGARA,IN FRONT OF MORE MEGHA STORE"", ""latlons"": [""12.9518947285"", ""77.5674634986""]}, {""busstop"": ""Chamarajapet,CHAMARAJA PETE,BESIDE VENKUS & CO. PETROL BUNK"", ""latlons"": [""12.957194522"", ""77.5682954863""]}, {""busstop"": ""Makkalakoota"", ""latlons"": [""12.95850855"", ""77.57402561""]}, {""busstop"": ""Krishnarajendra Market"", ""latlons"": [""12.9613111"", ""77.57513928""]}, {""busstop"": ""Town Hall"", ""latlons"": [""12.96393155"", ""77.58425661""]}, {""busstop"": ""Corporation,CORPORATION,IN FRONT OF BANAPPA PARK"", ""latlons"": [""12.9685279448"", ""77.5864692125""]}, {""busstop"": ""Cauvery Bhavana,K.R. MARKET,OPPOSITE OF BWSSB"", ""latlons"": [""12.972107688"", ""77.5824879762""]}, {""busstop"": ""Kempegowda Bus Station"", ""latlons"": [""12.978062"", ""77.572342""]}]"
"3F-1","[{""busstop"": ""Dommasandra "", ""latlons"": [""12.87946585"", ""77.75387608""]}, {""busstop"": ""Chandapura Cross,DOMMASANDRA,IN FRONT OF HOTEL SHRI LAKSHMI & N.R STORE"", ""latlons"": [""12.887087496201"", ""77.7384159739602""]}, {""busstop"": ""Chokkanahalli Gate,Chokkanahalli ,ABR Cricket Ground"", ""latlons"": [""12.873079"", ""77.734019""]}, {""busstop"": ""Head Start School Gate,Kommasandra,Temple"", ""latlons"": [""12.861552"", ""77.732685""]}, {""busstop"": ""Kaggalipura Gate,Kaggalipura,Junction Near Jcc Park"", ""latlons"": [""12.843226"", ""77.727921""]}, {""busstop"": ""Chikka Thimmasandra Gate,CHikka Thimmasandra,IOCL Gas Station"", ""latlons"": [""12.852662"", ""77.730199""]}, {""busstop"": ""Muttanallur Cross,MUTHANALLURU,IN FRONT OF R.R.WINES"", ""latlons"": [""12.8428724462103"", ""77.7275375215779""]}, {""busstop"": ""Narayana Ghatta,ANEKAL TALUK,IN FRONT OF ASHWATHA KATTE"", ""latlons"": [""12.8376919232142"", ""77.7245787416477""]}, {""busstop"": ""Ramasagara,ANEKAL TALUK,OPPOSITE OF SRI BASAVESHWARA TEMPLE"", ""latlons"": [""12.8207538918994"", ""77.718801670454""]}, {""busstop"": ""Heelalige,Heelalige,Hanuman Temple"", ""latlons"": [""12.817503"", ""77.709151""]}, {""busstop"": ""Chandapura,ANEKAL TALUK,IN FRONT OF PANCHAYAT COMPLEX & S.K.MEDICAL & GENERAL STORE"", ""latlons"": [""12.8028346547821"", ""77.7046379389013""]}, {""busstop"": ""Igglur,CHANDAPURA POST & ANEKAL TALUK,BEHIND SRI VENUGOPAL SWAMY TEMPLE"", ""latlons"": [""12.7865445903621"", ""77.7033236358058""]}, {""busstop"": ""Ramakrishnapur gate ,ANEKAL TALUK,OPPOSITE OF SRI PRASANNA VENKATESHWARA SWAMY TEMPLE ARCH"", ""latlons"": [""12.7788519301"", ""77.7021662146""]}, {""busstop"": ""Marsoor gate ,ANEKAL TALUK,OPPOSITE OF BHARAT PETROL BUNK, CG CABLES & WIRES INDIA PRIVATE LIMITED"", ""latlons"": [""12.769420445"", ""77.701504631""]}, {""busstop"": ""Begadadevanahalli,ANEKAL TALUK,OPPOSITE OF GOVERNMENT PRIMARY SCHOOL"", ""latlons"": [""12.7522050217"", ""77.7067289036""]}, {""busstop"": ""Avadadenahalli,Avadadenahalli,Tree"", ""latlons"": [""12.746658"", ""77.707681""]}, {""busstop"": ""Karpoora Gate,Karpoora,Tea Shop"", ""latlons"": [""12.73567"", ""77.708137""]}, {""busstop"": ""Chikka Hagade Gate,Chikka Hagade,Tree"", ""latlons"": [""12.731442"", ""77.706549""]}, {""busstop"": ""Kavala Hosahalli,Anekal,Temple"", ""latlons"": [""12.724703"", ""77.704064""]}, {""busstop"": ""Anjaneya Temple,Anekal,Temple"", ""latlons"": [""12.71014"", ""77.697688""]}, {""busstop"": ""Devarakondappa Circle,Anekal,Circle Pillo"", ""latlons"": [""12.709206"", ""77.6983""]}, {""busstop"": ""Anekal ,ANEKAL,BUS STAND"", ""latlons"": [""12.7091513916252"", ""77.6967182787895""]}]"
"3F-2","[{""busstop"": ""Indlawadi Cross,Opp to open area"", ""latlons"": [""12.732044"", ""77.670709""]}, {""busstop"": ""Sidihosakote,ANEKAL TALUK,OPPOSITE OF GOVERNMENT SENIOR PRIMARY SCHOOL"", ""latlons"": [""12.7299790643"", ""77.6875951979""]}, {""busstop"": ""Doddahagade,ANEKAL TALUK,IN FRONT OF AGRICULTURE SERVICE CO-OPERATIVE SOCIETY"", ""latlons"": [""12.7468120094833"", ""77.6897852555065""]}, {""busstop"": ""Begadadevanahalli,ANEKAL TALUK,IN FRONT OF GOVERNMENT PRIMARY SCHOOL"", ""latlons"": [""12.7521260949458"", ""77.7065466862681""]}, {""busstop"": ""Marsoor gate ,ANEKAL TALUK,IN FRONT OF BHARAT PETROL BUNK, CG CABLES & WIRES INDIA PRIVATE LIMITED"", ""latlons"": [""12.7699944377"", ""77.7013226599""]}, {""busstop"": ""Ramakrishnapur gate ,ANEKAL TALUK,IN FRONT OF SRI VENKATESHWARA SWAMY TEMPLE ARCH"", ""latlons"": [""12.7790658362"", ""77.7020550705""]}, {""busstop"": ""Igglur,CHANDAPURA POST & ANEKAL TALUK,BEHIND SRI VENUGOPAL SWAMY TEMPLE"", ""latlons"": [""12.786713317"", ""77.7032328956""]}, {""busstop"": ""Chandapura,ANEKAL TALUK,IN FRONT OF SWAMY VIVEKANANDA HIGH SCHOOL"", ""latlons"": [""12.8017039318"", ""77.7051830292""]}, {""busstop"": ""Hale Chandapura"", ""latlons"": [""12.8021403846637"", ""77.711695269862""]}, {""busstop"": ""LAXMISAGARA"", ""latlons"": [""12.8108030122474"", ""77.7240440532168""]}, {""busstop"": ""Ali Bommasandra,Ali Bommasandra"", ""latlons"": [""12.820252"", ""77.736484""]}, {""busstop"": ""Adigondana Halli,ATTIBELE HOBLI,ANEKAL TALUKU,IN FRONT OF SRI LAKSHMI PROVISION STORE"", ""latlons"": [""12.8145179339"", ""77.7511586901""]}]"
"33","[{""busstop"": ""Hosakerahalli village,HOSAKEREHALLI,IN FRONT OF S.L.N.TYPING COMPUTER EDUCATION CENTER"", ""latlons"": [""12.9301350846743"", ""77.5396913184673""]}, {""busstop"": ""Banashankari 3rd Stage 2nd Phase,BESIDE HOSAKEREHALLI VIDYA NAGARA NEW BUS STAND"", ""latlons"": [""12.9341514967"", ""77.5398678426""]}, {""busstop"": ""Nanjundeswara traders,BANASHANKARI 3RD STAGE,BESIDE COFFEE DAY"", ""latlons"": [""12.933690995"", ""77.5420539267""]}, {""busstop"": ""Hosakerahalli Cross,BANASHANKARI 3RD STAGE,IN FRONT OF BWSSB"", ""latlons"": [""12.9329958965837"", ""77.5454219402266""]}, {""busstop"": ""Seetha Cricle"", ""latlons"": [""12.93733"", ""77.54907""]}, {""busstop"": ""Bank Colony,BANASHANKARI 1ST STAGE, SRINIVASANAGARA,IN FRONT OF SULABH SHOWCHALAYA"", ""latlons"": [""12.9386027980497"", ""77.5535439434632""]}, {""busstop"": ""Srinivasa Nagara,BANASHANKARI 1ST STAGE, SRINIVASANAGARA,OPPOSITE OF BANK OF BARODA"", ""latlons"": [""12.9382627772778"", ""77.5565258272691""]}, {""busstop"": ""Maruthi Circle,HANUMANTHA NAGARA,OPPOSITE OF GANESHA TEMPLE, CHAMARAJA PETE"", ""latlons"": [""12.9434716661907"", ""77.558486554229""]}, {""busstop"": ""Sri Krishna Traders"", ""latlons"": [""12.94353492579797"", ""77.56210137176515""]}, {""busstop"": ""Hanumantha Nagara Ward Office,HANUMANTHA NAGARA,OPPOSITE OF AXIS BANK & HDFC BANK ATM"", ""latlons"": [""12.9440335457543"", ""77.5641924088821""]}, {""busstop"": ""Syndicate Bank,HANUMANTHA NAGARA,IN FRONT OF AMRIN BEDDING HOUSE"", ""latlons"": [""12.9465143150343"", ""77.5641814325709""]}, {""busstop"": ""Kohinoor Ground,GAVIPURAM EXTENTION,IN FRONT OF D.NAGANNA PLAY GROUND"", ""latlons"": [""12.9472945724"", ""77.5663816463""]}, {""busstop"": ""Ramakrishna Ashrama,GAVIPURAM EXTENTION,OPPOSITE OF STATE BANK OF INDIA"", ""latlons"": [""12.94914747783"", ""77.567561017579""]}, {""busstop"": ""Bangalore High School,KEMPE GOWDA NAGARA,IN FRONT OF MORE MEGHA STORE"", ""latlons"": [""12.9518947285"", ""77.5674634986""]}, {""busstop"": ""Chamarajapet,CHAMARAJA PETE,BESIDE VENKUS & CO. PETROL BUNK"", ""latlons"": [""12.957194522"", ""77.5682954863""]}, {""busstop"": ""Makkalakoota"", ""latlons"": [""12.95850855"", ""77.57402561""]}, {""busstop"": ""Krishnarajendra Market"", ""latlons"": [""12.9613111"", ""77.57513928""]}, {""busstop"": ""Town Hall"", ""latlons"": [""12.96393155"", ""77.58425661""]}, {""busstop"": ""Corporation,CORPORATION,IN FRONT OF BANAPPA PARK"", ""latlons"": [""12.9685279448"", ""77.5864692125""]}, {""busstop"": ""Cauvery Bhavana,K.R. MARKET,OPPOSITE OF BWSSB"", ""latlons"": [""12.972107688"", ""77.5824879762""]}, {""busstop"": ""Kempegowda Bus Station"", ""latlons"": [""12.978062"", ""77.572342""]}]"
"3F-3","[{""busstop"": ""Handenahalli,Bidarguppe,Near Thyavakanahalli"", ""latlons"": [""12.824988"", ""77.76605""]}, {""busstop"": ""Sollepura,Sollepura"", ""latlons"": [""12.830083"", ""77.756389""]}, {""busstop"": ""Sammenahalli,SARJAPURA, HOBLI,IN FRONT OF MILK PRODUCT CO.OPERATIVE SOCIETY"", ""latlons"": [""12.832601292939"", ""77.7476843131096""]}, {""busstop"": ""Muttanalluru,Muttanallur"", ""latlons"": [""12.831743"", ""77.736715""]}, {""busstop"": ""Muttanallur Cross,MUTHANALLURU,IN FRONT OF R.R.WINES"", ""latlons"": [""12.8428724462103"", ""77.7275375215779""]}, {""busstop"": ""Narayana Ghatta,ANEKAL TALUK,IN FRONT OF ASHWATHA KATTE"", ""latlons"": [""12.8376919232142"", ""77.7245787416477""]}, {""busstop"": ""Ramasagara,ANEKAL TALUK,OPPOSITE OF SRI BASAVESHWARA TEMPLE"", ""latlons"": [""12.8207538918994"", ""77.718801670454""]}, {""busstop"": ""Heelalige Cross,ANEKAL TALUK,OPPOSITE OF PRIYANKA ENTERPRISES"", ""latlons"": [""12.8086083196907"", ""77.708813193084""]}, {""busstop"": ""Chandapura,Chandapura,Bmtc Bus Stop Board"", ""latlons"": [""12.801852"", ""77.705032""]}, {""busstop"": ""Depot 32,CHANDAPURA POST & ANEKAL TALUK,BESIDE B.M.T.C.DEPARTMENT 32"", ""latlons"": [""12.7906598169533"", ""77.7057475661808""]}, {""busstop"": ""Igglur,CHANDAPURA POST & ANEKAL TALUK,BEHIND SRI VENUGOPAL SWAMY TEMPLE"", ""latlons"": [""12.7865445903621"", ""77.7033236358058""]}, {""busstop"": ""Ramakrishnapur gate ,ANEKAL TALUK,IN FRONT OF SRI VENKATESHWARA TEMPLE ARCH"", ""latlons"": [""12.7789765602288"", ""77.7020539890923""]}, {""busstop"": ""Ramakrishnapura,ANEKAL TALUK,NEAR DISTRICT AGRICULTURE TRAINING CENTER"", ""latlons"": [""12.7809893992"", ""77.694366686""]}, {""busstop"": ""Hinnakki,ANEKAL TALUK,IN FRONT OF HOTEL ANNAPOORNESHWARI"", ""latlons"": [""12.778138729509"", ""77.683054229755""]}, {""busstop"": ""Rajapura,ANEKAL TALUK,OPPOSITE OF GANGOTHRI PROVISION STORE, JAGADISHARADYA"", ""latlons"": [""12.7754522301"", ""77.6745330915""]}, {""busstop"": ""Seethanayakanahalli"", ""latlons"": [""12.76924"", ""77.65994""]}, {""busstop"": ""Haragadde,Open area"", ""latlons"": [""12.76447"", ""77.65403""]}, {""busstop"": ""Madapatna"", ""latlons"": [""12.771716737130185"", ""77.64881987142564""]}, {""busstop"": ""Jigani APC Circle"", ""latlons"": [""12.778996"", ""77.643735""]}]"
"34","[{""busstop"": ""Hosakerahalli village,HOSAKEREHALLI,IN FRONT OF S.L.N.TYPING COMPUTER EDUCATION CENTER"", ""latlons"": [""12.9301350846743"", ""77.5396913184673""]}, {""busstop"": ""Banashankari 3rd Stage 2nd Phase,BESIDE HOSAKEREHALLI VIDYA NAGARA NEW BUS STAND"", ""latlons"": [""12.9341514967"", ""77.5398678426""]}, {""busstop"": ""Nanjundeswara traders,BANASHANKARI 3RD STAGE,BESIDE COFFEE DAY"", ""latlons"": [""12.933690995"", ""77.5420539267""]}, {""busstop"": ""Hosakerahalli Cross,BANASHANKARI 3RD STAGE,IN FRONT OF BWSSB"", ""latlons"": [""12.9329958965837"", ""77.5454219402266""]}, {""busstop"": ""Seetha Cricle"", ""latlons"": [""12.93733"", ""77.54907""]}, {""busstop"": ""Bank Colony,BANASHANKARI 1ST STAGE, SRINIVASANAGARA,IN FRONT OF SULABH SHOWCHALAYA"", ""latlons"": [""12.9386027980497"", ""77.5535439434632""]}, {""busstop"": ""Srinivasa Nagara,BANASHANKARI 1ST STAGE, SRINIVASANAGARA,OPPOSITE OF BANK OF BARODA"", ""latlons"": [""12.9382627772778"", ""77.5565258272691""]}, {""busstop"": ""Maruthi Circle,HANUMANTHA NAGARA,OPPOSITE OF GANESHA TEMPLE, CHAMARAJA PETE"", ""latlons"": [""12.9434716661907"", ""77.558486554229""]}, {""busstop"": ""Sri Krishna Traders"", ""latlons"": [""12.94353492579797"", ""77.56210137176515""]}, {""busstop"": ""Hanumantha Nagara Ward Office,HANUMANTHA NAGARA,OPPOSITE OF AXIS BANK & HDFC BANK ATM"", ""latlons"": [""12.9440335457543"", ""77.5641924088821""]}, {""busstop"": ""Syndicate Bank,HANUMANTHA NAGARA,IN FRONT OF AMRIN BEDDING HOUSE"", ""latlons"": [""12.9465143150343"", ""77.5641814325709""]}, {""busstop"": ""Kohinoor Ground,GAVIPURAM EXTENTION,IN FRONT OF D.NAGANNA PLAY GROUND"", ""latlons"": [""12.9472945724"", ""77.5663816463""]}, {""busstop"": ""North Road,BASAVANAGUDI,BESIDE ADHI BASAVA TEMPLE"", ""latlons"": [""12.9482727405"", ""77.5706345402""]}, {""busstop"": ""Lalbhag West Gate,BASAVANAGUDI,BESIDE DENTSPRO INDIA"", ""latlons"": [""12.9483880755"", ""77.5790317822""]}, {""busstop"": ""Minarva Circle,V.V.PURAM"", ""latlons"": [""12.9536740969716"", ""77.5798819155073""]}, {""busstop"": ""Lalbhagh Main Gate,AL-AMEEN COLLEGE,OPPOSITE OF LALBHAG MAIN GATE"", ""latlons"": [""12.9540865123"", ""77.585585257""]}, {""busstop"": ""Shanthi Nagara Bus Station,SHANTHI NAGAR,OPPOSITE TO SHANTHINAGAR TTMC"", ""latlons"": [""12.95446"", ""77.59148""]}, {""busstop"": ""Double Road Shanthinagar"", ""latlons"": [""12.95844066"", ""77.59301104""]}, {""busstop"": ""Richmond Circle"", ""latlons"": [""12.9674725762046"", ""77.5994390878679""]}, {""busstop"": ""StJosephs College"", ""latlons"": [""12.9698730761906"", ""77.6029042488889""]}, {""busstop"": ""State Bank Of India,BESIDE HONDA SERVISING COMPANY"", ""latlons"": [""12.9740247575395"", ""77.6013112869818""]}, {""busstop"": ""MG Road Anil Kumble Circle"", ""latlons"": [""12.9774201382"", ""77.6017935108""]}, {""busstop"": ""Shivajinagar Bus Station,SHIVAJI NAGARA,BESIDE BMTC BUS STAND"", ""latlons"": [""12.9830382138989"", ""77.6032352181259""]}]"
"34A","[{""busstop"": ""Banashankari 3rd Stage 2nd Phase,BESIDE HOSAKEREHALLI VIDYA NAGARA NEW BUS STAND"", ""latlons"": [""12.9341514967"", ""77.5398678426""]}, {""busstop"": ""Nanjundeswara traders,BANASHANKARI 3RD STAGE,BESIDE COFFEE DAY"", ""latlons"": [""12.933690995"", ""77.5420539267""]}, {""busstop"": ""Hosakerahalli Cross,BANASHANKARI 3RD STAGE,IN FRONT OF BWSSB"", ""latlons"": [""12.9329958965837"", ""77.5454219402266""]}, {""busstop"": ""Seetha Cricle"", ""latlons"": [""12.93733"", ""77.54907""]}, {""busstop"": ""Bank Colony,BANASHANKARI 1ST STAGE, SRINIVASANAGARA,IN FRONT OF SULABH SHOWCHALAYA"", ""latlons"": [""12.9386027980497"", ""77.5535439434632""]}, {""busstop"": ""Srinivasa Nagara,BANASHANKARI 1ST STAGE, SRINIVASANAGARA,OPPOSITE OF BANK OF BARODA"", ""latlons"": [""12.9382627772778"", ""77.5565258272691""]}, {""busstop"": ""Maruthi Circle,HANUMANTHA NAGARA,OPPOSITE OF GANESHA TEMPLE, CHAMARAJA PETE"", ""latlons"": [""12.9434716661907"", ""77.558486554229""]}, {""busstop"": ""Sri Krishna Traders"", ""latlons"": [""12.94353492579797"", ""77.56210137176515""]}, {""busstop"": ""Hanumantha Nagara Ward Office,HANUMANTHA NAGARA,OPPOSITE OF AXIS BANK & HDFC BANK ATM"", ""latlons"": [""12.9440335457543"", ""77.5641924088821""]}, {""busstop"": ""Syndicate Bank,HANUMANTHA NAGARA,IN FRONT OF AMRIN BEDDING HOUSE"", ""latlons"": [""12.9465143150343"", ""77.5641814325709""]}, {""busstop"": ""Kohinoor Ground,GAVIPURAM EXTENTION,IN FRONT OF D.NAGANNA PLAY GROUND"", ""latlons"": [""12.9472945724"", ""77.5663816463""]}, {""busstop"": ""North Road,BASAVANAGUDI,BESIDE ADHI BASAVA TEMPLE"", ""latlons"": [""12.9482727405"", ""77.5706345402""]}, {""busstop"": ""Lalbhag West Gate,BASAVANAGUDI,BESIDE DENTSPRO INDIA"", ""latlons"": [""12.9483880755"", ""77.5790317822""]}, {""busstop"": ""Minarva Circle,V.V.PURAM"", ""latlons"": [""12.9536740969716"", ""77.5798819155073""]}, {""busstop"": ""Lalbhagh Main Gate,AL-AMEEN COLLEGE,OPPOSITE OF LALBHAG MAIN GATE"", ""latlons"": [""12.9540865123"", ""77.585585257""]}, {""busstop"": ""Shanthi Nagara Bus Station,SHANTHI NAGAR,OPPOSITE TO SHANTHINAGAR TTMC"", ""latlons"": [""12.95446"", ""77.59148""]}, {""busstop"": ""Double Road Shanthinagar"", ""latlons"": [""12.95844066"", ""77.59301104""]}, {""busstop"": ""Richmond Circle"", ""latlons"": [""12.9674725762046"", ""77.5994390878679""]}, {""busstop"": ""StJosephs College"", ""latlons"": [""12.9698730761906"", ""77.6029042488889""]}, {""busstop"": ""State Bank Of India,BESIDE HONDA SERVISING COMPANY"", ""latlons"": [""12.9740247575395"", ""77.6013112869818""]}, {""busstop"": ""MG Road Anil Kumble Circle"", ""latlons"": [""12.9774201382"", ""77.6017935108""]}, {""busstop"": ""Shivajinagar Bus Station,SHIVAJI NAGARA,BESIDE BMTC BUS STAND"", ""latlons"": [""12.9830382138989"", ""77.6032352181259""]}]"
