Serial_Number,Schedule_Number,Depot_Code,Count,Depots
2878,1,4,4,4
5612,1,8,4,"4,8"
6130,1,33,4,"4,8,33"
6291,1,26,4,"4,8,33,26"
362,2,30,9,30
2898,2,4,9,"30,4"
2902,2,4,9,"30,4,4"
2936,2,4,9,"30,4,4,4"
2993,2,4,9,"30,4,4,4,4"
3234,2,33,9,"30,4,4,4,4,33"
3243,2,33,9,"30,4,4,4,4,33,33"
3247,2,4,9,"30,4,4,4,4,33,33,4"
3258,2,4,9,"30,4,4,4,4,33,33,4,4"
3663,2,4,9,"30,4,4,4,4,33,33,4,4,4"
4437,2,22,9,"30,4,4,4,4,33,33,4,4,4,22"
4622,2,16,9,"30,4,4,4,4,33,33,4,4,4,22,16"
6096,2,4,9,"30,4,4,4,4,33,33,4,4,4,22,16,4"
6277,4,8,1,8
6082,5,4,1,4
3473,8,4,2,4
3714,8,4,2,"4,4"
5498,9,16,1,16
1877,12,20,6,20
2396,12,20,6,"20,20"
2925,12,20,6,"20,20,20"
3669,12,4,6,"20,20,20,4"
5741,12,21,6,"20,20,20,4,21"
6118,12,33,6,"20,20,20,4,21,33"
3911,13,3,3,3
4385,13,4,3,"3,4"
4428,13,22,3,"3,4,22"
3914,14,3,2,3
4237,14,3,2,"3,3"
4533,16,2,1,2
2935,18,4,6,4
2967,18,4,6,"4,4"
3003,18,4,6,"4,4,4"
3465,18,4,6,"4,4,4,4"
3733,18,4,6,"4,4,4,4,4"
5479,18,4,6,"4,4,4,4,4,4"
3897,20,3,2,3
3917,20,3,2,"3,3"
3664,21,4,2,4
6095,21,4,2,"4,4"
3004,22,4,1,4
3870,23,4,1,4
2604,25,2,5,2
3225,25,4,5,"2,4"
3741,25,4,5,"2,4,4"
5472,25,8,5,"2,4,4,8"
6167,25,4,5,"2,4,4,8,4"
6093,26,4,1,4
2726,27,4,2,4
4514,27,2,2,"4,2"
6138,28,3,1,3
363,29,30,3,30
2733,29,2,3,"30,2"
3365,29,4,3,"30,2,4"
3239,31,33,1,33
2885,33,20,1,20
2514,34,20,2,20
2792,34,33,2,"20,33"
3532,35,3,2,3
5522,35,17,2,"3,17"
2468,36,20,5,20
2484,36,20,5,"20,20"
2972,36,4,5,"20,20,4"
3024,36,4,5,"20,20,4,4"
6226,36,20,5,"20,20,4,4,20"
2353,37,20,5,20
2651,37,4,5,"20,4"
3788,37,3,5,"20,4,3"
3916,37,3,5,"20,4,3,3"
4534,37,2,5,"20,4,3,3,2"
2421,43,20,3,20
2774,43,33,3,"20,33"
2797,43,20,3,"20,33,20"
3093,46,33,2,33
3094,46,33,2,"33,33"
4716,49,16,1,16
4719,50,16,1,16
3879,52,3,3,3
4715,52,16,3,"3,16"
5610,52,8,3,"3,16,8"
6237,55,3,2,3
6457,55,2,2,"3,2"
4723,56,16,2,16
4730,56,16,2,"16,16"
4768,58,16,1,16
4099,61,17,2,17
4258,61,17,2,"17,17"
3915,63,31,4,31
4251,63,17,4,"31,17"
4299,63,17,4,"31,17,17"
4747,63,16,4,"31,17,17,16"
4687,64,16,1,16
4828,66,16,1,16
3923,68,31,1,31
3885,74,3,3,3
4260,74,17,3,"3,17"
4265,74,17,3,"3,17,17"
4664,75,17,3,17
4665,75,17,3,"17,17"
4923,75,16,3,"17,17,16"
1869,77,8,4,8
3402,77,26,4,"8,26"
3408,77,26,4,"8,26,26"
4729,77,16,4,"8,26,26,16"
5959,78,8,2,8
5961,78,8,2,"8,8"
1978,80,8,6,8
2939,80,8,6,"8,8"
3424,80,26,6,"8,8,26"
3429,80,26,6,"8,8,26,26"
3790,80,26,6,"8,8,26,26,26"
6325,80,8,6,"8,8,26,26,26,8"
4535,81,2,1,2
1766,82,8,4,8
3038,82,26,4,"8,26"
3055,82,26,4,"8,26,26"
5488,82,8,4,"8,26,26,8"
3713,83,26,1,26
2021,84,8,1,8
5769,86,2,1,2
3660,87,26,5,26
4654,87,16,5,"26,16"
4932,87,16,5,"26,16,16"
5499,87,17,5,"26,16,16,17"
5509,87,17,5,"26,16,16,17,17"
3992,88,31,2,31
3995,88,31,2,"31,31"
3266,89,26,4,26
3397,89,26,4,"26,26"
3436,89,26,4,"26,26,26"
3474,89,26,4,"26,26,26,26"
2758,91,8,1,8
3015,95,26,6,26
3809,95,3,6,"26,3"
3811,95,3,6,"26,3,3"
3871,95,3,6,"26,3,3,3"
3882,95,3,6,"26,3,3,3,3"
5930,95,8,6,"26,3,3,3,3,8"
1848,96,8,14,8
1908,96,8,14,"8,8"
2029,96,8,14,"8,8,8"
2142,96,2,14,"8,8,8,2"
2975,96,26,14,"8,8,8,2,26"
2984,96,26,14,"8,8,8,2,26,26"
3420,96,26,14,"8,8,8,2,26,26,26"
3644,96,26,14,"8,8,8,2,26,26,26,26"
4005,96,31,14,"8,8,8,2,26,26,26,26,31"
4007,96,31,14,"8,8,8,2,26,26,26,26,31,31"
4014,96,31,14,"8,8,8,2,26,26,26,26,31,31,31"
4650,96,17,14,"8,8,8,2,26,26,26,26,31,31,31,17"
4676,96,16,14,"8,8,8,2,26,26,26,26,31,31,31,17,16"
5956,96,8,14,"8,8,8,2,26,26,26,26,31,31,31,17,16,8"
2799,100,8,1,8
2039,104,8,3,8
2753,104,8,3,"8,8"
3515,104,26,3,"8,8,26"
3929,108,3,2,3
4322,108,3,2,"3,3"
366,111,14,7,14
367,111,14,7,"14,14"
368,111,14,7,"14,14,14"
1477,111,10,7,"14,14,14,10"
3781,111,3,7,"14,14,14,10,3"
4484,111,14,7,"14,14,14,10,3,14"
4497,111,14,7,"14,14,14,10,3,14,14"
418,112,14,6,14
419,112,14,6,"14,14"
2496,112,2,6,"14,14,2"
3254,112,26,6,"14,14,2,26"
4454,112,10,6,"14,14,2,26,10"
4499,112,14,6,"14,14,2,26,10,14"
374,114,14,4,14
375,114,14,4,"14,14"
379,114,14,4,"14,14,14"
1321,114,14,4,"14,14,14,14"
2380,119,2,2,2
4412,119,10,2,"2,10"
1395,122,10,1,10
5537,123,10,1,10
3294,125,26,1,26
1471,127,10,4,10
2199,127,2,4,"10,2"
2343,127,2,4,"10,2,2"
4264,127,2,4,"10,2,2,2"
5408,128,2,2,2
6212,128,10,2,"2,10"
3771,129,26,7,26
3889,129,3,7,"26,3"
4210,129,2,7,"26,3,2"
4538,129,2,7,"26,3,2,2"
5765,129,2,7,"26,3,2,2,2"
5768,129,2,7,"26,3,2,2,2,2"
6263,129,8,7,"26,3,2,2,2,2,8"
1401,131,6,1,6
2237,137,8,2,8
4614,137,6,2,"8,6"
947,138,6,10,6
958,138,6,10,"6,6"
1417,138,6,10,"6,6,6"
2742,138,8,10,"6,6,6,8"
3925,138,3,10,"6,6,6,8,3"
4360,138,3,10,"6,6,6,8,3,3"
4379,138,8,10,"6,6,6,8,3,3,8"
4618,138,6,10,"6,6,6,8,3,3,8,6"
5843,138,6,10,"6,6,6,8,3,3,8,6,6"
5856,138,6,10,"6,6,6,8,3,3,8,6,6,6"
966,139,6,4,6
1424,139,6,4,"6,6"
5844,139,6,4,"6,6,6"
5864,139,6,4,"6,6,6,6"
1893,140,15,1,15
1426,141,6,3,6
2363,141,2,3,"6,2"
2821,141,2,3,"6,2,2"
2022,143,15,7,15
2425,143,2,7,"15,2"
2429,143,2,7,"15,2,2"
2788,143,2,7,"15,2,2,2"
4598,143,6,7,"15,2,2,2,6"
5845,143,6,7,"15,2,2,2,6,6"
5960,143,15,7,"15,2,2,2,6,6,15"
1937,144,15,3,15
1989,144,15,3,"15,15"
2431,144,2,3,"15,15,2"
2057,145,15,4,15
2434,145,2,4,"15,2"
3352,145,3,4,"15,2,3"
6373,145,6,4,"15,2,3,6"
2060,146,15,3,15
4156,146,15,3,"15,15"
5730,146,15,3,"15,15,15"
2316,150,2,6,2
3865,150,3,6,"2,3"
3872,150,3,6,"2,3,3"
3954,150,3,6,"2,3,3,3"
3964,150,3,6,"2,3,3,3,3"
5868,150,2,6,"2,3,3,3,3,2"
4760,154,16,2,16
4876,154,16,2,"16,16"
4751,155,16,2,16
5671,155,16,2,"16,16"
4607,162,6,1,6
4399,163,15,1,15
2053,164,15,3,15
2475,164,2,3,"15,2"
2534,164,2,3,"15,2,2"
4404,165,15,1,15
2516,166,2,3,2
2931,166,2,3,"2,2"
4150,166,15,3,"2,2,15"
5986,167,15,1,15
3737,169,26,1,26
4878,170,16,1,16
1879,171,15,18,15
3364,171,3,18,"15,3"
3661,171,3,18,"15,3,3"
3888,171,3,18,"15,3,3,3"
4160,171,15,18,"15,3,3,3,15"
4169,171,15,18,"15,3,3,3,15,15"
4173,171,15,18,"15,3,3,3,15,15,15"
4174,171,15,18,"15,3,3,3,15,15,15,15"
4184,171,15,18,"15,3,3,3,15,15,15,15,15"
4192,171,15,18,"15,3,3,3,15,15,15,15,15,15"
4199,171,10,18,"15,3,3,3,15,15,15,15,15,15,10"
4398,171,15,18,"15,3,3,3,15,15,15,15,15,15,10,15"
4400,171,15,18,"15,3,3,3,15,15,15,15,15,15,10,15,15"
4402,171,15,18,"15,3,3,3,15,15,15,15,15,15,10,15,15,15"
4541,171,2,18,"15,3,3,3,15,15,15,15,15,15,10,15,15,15,2"
5998,171,15,18,"15,3,3,3,15,15,15,15,15,15,10,15,15,15,2,15"
6080,171,15,18,"15,3,3,3,15,15,15,15,15,15,10,15,15,15,2,15,15"
6353,171,3,18,"15,3,3,3,15,15,15,15,15,15,10,15,15,15,2,15,15,3"
2180,174,8,1,8
2028,175,8,1,8
376,176,14,21,14
378,176,14,21,"14,14"
389,176,14,21,"14,14,14"
390,176,14,21,"14,14,14,14"
391,176,14,21,"14,14,14,14,14"
393,176,14,21,"14,14,14,14,14,14"
395,176,14,21,"14,14,14,14,14,14,14"
396,176,14,21,"14,14,14,14,14,14,14,14"
398,176,14,21,"14,14,14,14,14,14,14,14,14"
409,176,14,21,"14,14,14,14,14,14,14,14,14,14"
1732,176,14,21,"14,14,14,14,14,14,14,14,14,14,14"
4070,176,17,21,"14,14,14,14,14,14,14,14,14,14,14,17"
4077,176,17,21,"14,14,14,14,14,14,14,14,14,14,14,17,17"
4080,176,17,21,"14,14,14,14,14,14,14,14,14,14,14,17,17,17"
4084,176,17,21,"14,14,14,14,14,14,14,14,14,14,14,17,17,17,17"
4087,176,17,21,"14,14,14,14,14,14,14,14,14,14,14,17,17,17,17,17"
4089,176,17,21,"14,14,14,14,14,14,14,14,14,14,14,17,17,17,17,17,17"
4092,176,17,21,"14,14,14,14,14,14,14,14,14,14,14,17,17,17,17,17,17,17"
4638,176,17,21,"14,14,14,14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17"
4743,176,16,21,"14,14,14,14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,16"
4745,176,16,21,"14,14,14,14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,16,16"
2024,177,8,2,8
2605,177,20,2,"8,20"
4291,178,4,1,4
380,180,14,7,14
382,180,14,7,"14,14"
4737,180,16,7,"14,14,16"
4741,180,16,7,"14,14,16,16"
5594,180,31,7,"14,14,16,16,31"
5643,180,14,7,"14,14,16,16,31,14"
5647,180,14,7,"14,14,16,16,31,14,14"
1936,181,8,3,8
2768,181,8,3,"8,8"
3820,181,4,3,"8,8,4"
5977,182,4,1,4
2891,190,4,1,4
2366,195,2,6,2
4115,195,17,6,"2,17"
4118,195,17,6,"2,17,17"
4119,195,17,6,"2,17,17,17"
4639,195,17,6,"2,17,17,17,17"
4674,195,17,6,"2,17,17,17,17,17"
5547,196,17,1,17
5858,197,6,1,6
989,201,6,27,6
1432,201,6,27,"6,6"
1434,201,6,27,"6,6,6"
1436,201,6,27,"6,6,6,6"
1437,201,6,27,"6,6,6,6,6"
1880,201,20,27,"6,6,6,6,6,20"
2430,201,2,27,"6,6,6,6,6,20,2"
2667,201,4,27,"6,6,6,6,6,20,2,4"
2669,201,4,27,"6,6,6,6,6,20,2,4,4"
2670,201,4,27,"6,6,6,6,6,20,2,4,4,4"
2675,201,4,27,"6,6,6,6,6,20,2,4,4,4,4"
2685,201,4,27,"6,6,6,6,6,20,2,4,4,4,4,4"
2687,201,4,27,"6,6,6,6,6,20,2,4,4,4,4,4,4"
2688,201,4,27,"6,6,6,6,6,20,2,4,4,4,4,4,4,4"
2692,201,4,27,"6,6,6,6,6,20,2,4,4,4,4,4,4,4,4"
2775,201,20,27,"6,6,6,6,6,20,2,4,4,4,4,4,4,4,4,20"
2922,201,4,27,"6,6,6,6,6,20,2,4,4,4,4,4,4,4,4,20,4"
3543,201,3,27,"6,6,6,6,6,20,2,4,4,4,4,4,4,4,4,20,4,3"
3552,201,3,27,"6,6,6,6,6,20,2,4,4,4,4,4,4,4,4,20,4,3,3"
3557,201,3,27,"6,6,6,6,6,20,2,4,4,4,4,4,4,4,4,20,4,3,3,3"
3758,201,4,27,"6,6,6,6,6,20,2,4,4,4,4,4,4,4,4,20,4,3,3,3,4"
3831,201,4,27,"6,6,6,6,6,20,2,4,4,4,4,4,4,4,4,20,4,3,3,3,4,4"
3907,201,3,27,"6,6,6,6,6,20,2,4,4,4,4,4,4,4,4,20,4,3,3,3,4,4,3"
4326,201,3,27,"6,6,6,6,6,20,2,4,4,4,4,4,4,4,4,20,4,3,3,3,4,4,3,3"
4528,201,2,27,"6,6,6,6,6,20,2,4,4,4,4,4,4,4,4,20,4,3,3,3,4,4,3,3,2"
5871,201,15,27,"6,6,6,6,6,20,2,4,4,4,4,4,4,4,4,20,4,3,3,3,4,4,3,3,2,15"
6205,201,4,27,"6,6,6,6,6,20,2,4,4,4,4,4,4,4,4,20,4,3,3,3,4,4,3,3,2,15,4"
3185,202,33,1,33
2576,210,34,3,34
2665,210,33,3,"34,33"
2847,210,4,3,"34,33,4"
2319,211,20,3,20
2471,211,2,3,"20,2"
4561,211,3,3,"20,2,3"
1927,212,20,2,20
3599,212,3,2,"20,3"
2125,213,20,3,20
2533,213,34,3,"20,34"
3765,213,3,3,"20,34,3"
2253,214,2,3,2
2562,214,20,3,"2,20"
2845,214,4,3,"2,20,4"
2314,215,20,5,20
2588,215,34,5,"20,34"
2705,215,4,5,"20,34,4"
2723,215,4,5,"20,34,4,4"
6285,215,4,5,"20,34,4,4,4"
2341,216,20,1,20
5067,217,21,1,21
3507,218,37,1,37
2865,219,4,1,4
2595,221,12,1,12
3373,222,12,4,12
5486,222,31,4,"12,31"
5750,222,12,4,"12,31,12"
6562,222,31,4,"12,31,12,31"
3105,224,12,1,12
5689,225,21,2,21
5861,225,2,2,"21,2"
3566,226,36,1,36
4790,227,16,1,16
4227,228,12,1,12
5106,229,21,2,21
6305,229,36,2,"21,36"
5113,230,21,1,21
3168,231,12,1,12
4026,234,31,2,31
4937,234,21,2,"31,21"
4669,235,17,2,17
5777,235,31,2,"17,31"
5535,237,17,1,17
4048,238,31,3,31
4812,238,17,3,"31,17"
5663,238,17,3,"31,17,17"
2962,240,35,2,35
2988,240,35,2,"35,35"
2970,241,35,2,35
4209,241,31,2,"35,31"
3104,242,35,3,35
4216,242,31,3,"35,31"
5576,242,31,3,"35,31,31"
1681,243,9,4,9
3112,243,35,4,"9,35"
4238,243,31,4,"9,35,31"
4336,243,9,4,"9,35,31,9"
3163,245,35,1,35
1673,246,9,2,9
4246,246,31,2,"9,31"
4275,247,31,1,31
1237,248,22,31,22
1238,248,22,31,"22,22"
1412,248,22,31,"22,22,22"
1675,248,9,31,"22,22,22,9"
1678,248,9,31,"22,22,22,9,9"
1769,248,9,31,"22,22,22,9,9,9"
1771,248,9,31,"22,22,22,9,9,9,9"
3069,248,9,31,"22,22,22,9,9,9,9,9"
3070,248,9,31,"22,22,22,9,9,9,9,9,9"
3076,248,9,31,"22,22,22,9,9,9,9,9,9,9"
3087,248,22,31,"22,22,22,9,9,9,9,9,9,9,22"
3092,248,22,31,"22,22,22,9,9,9,9,9,9,9,22,22"
3097,248,22,31,"22,22,22,9,9,9,9,9,9,9,22,22,22"
4133,248,31,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31"
4135,248,31,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31"
4253,248,17,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17"
4254,248,17,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17,17"
4750,248,16,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17,17,16"
4772,248,16,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17,17,16,16"
4775,248,16,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17,17,16,16,16"
4779,248,16,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17,17,16,16,16,16"
4782,248,16,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17,17,16,16,16,16,16"
4787,248,16,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17,17,16,16,16,16,16,16"
4791,248,16,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17,17,16,16,16,16,16,16,16"
4982,248,21,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17,17,16,16,16,16,16,16,16,21"
5672,248,16,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17,17,16,16,16,16,16,16,16,21,16"
5695,248,22,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17,17,16,16,16,16,16,16,16,21,16,22"
5836,248,22,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17,17,16,16,16,16,16,16,16,21,16,22,22"
6475,248,9,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17,17,16,16,16,16,16,16,16,21,16,22,22,9"
6531,248,22,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17,17,16,16,16,16,16,16,16,21,16,22,22,9,22"
6532,248,22,31,"22,22,22,9,9,9,9,9,9,9,22,22,22,31,31,17,17,16,16,16,16,16,16,16,21,16,22,22,9,22,22"
1796,250,9,1,9
1736,251,9,1,9
1192,252,22,13,22
1657,252,9,13,"22,9"
1697,252,9,13,"22,9,9"
1699,252,9,13,"22,9,9,9"
1765,252,9,13,"22,9,9,9,9"
1780,252,9,13,"22,9,9,9,9,9"
1784,252,9,13,"22,9,9,9,9,9,9"
1786,252,9,13,"22,9,9,9,9,9,9,9"
1787,252,9,13,"22,9,9,9,9,9,9,9,9"
4325,252,9,13,"22,9,9,9,9,9,9,9,9,9"
4358,252,9,13,"22,9,9,9,9,9,9,9,9,9,9"
4424,252,22,13,"22,9,9,9,9,9,9,9,9,9,9,22"
6472,252,9,13,"22,9,9,9,9,9,9,9,9,9,9,22,9"
4312,253,31,1,31
1838,254,9,1,9
1013,255,40,1,40
1065,258,40,5,40
1068,258,40,5,"40,40"
1072,258,40,5,"40,40,40"
1073,258,40,5,"40,40,40,40"
2269,258,2,5,"40,40,40,40,2"
1702,263,9,2,9
1803,263,9,2,"9,9"
1309,264,22,1,22
1160,265,22,15,22
1263,265,22,15,"22,22"
1265,265,22,15,"22,22,22"
1266,265,22,15,"22,22,22,22"
1273,265,22,15,"22,22,22,22,22"
1275,265,22,15,"22,22,22,22,22,22"
1320,265,22,15,"22,22,22,22,22,22,22"
1323,265,22,15,"22,22,22,22,22,22,22,22"
1324,265,22,15,"22,22,22,22,22,22,22,22,22"
1325,265,22,15,"22,22,22,22,22,22,22,22,22,22"
1704,265,9,15,"22,22,22,22,22,22,22,22,22,22,9"
1818,265,9,15,"22,22,22,22,22,22,22,22,22,22,9,9"
3237,265,35,15,"22,22,22,22,22,22,22,22,22,22,9,9,35"
6276,265,8,15,"22,22,22,22,22,22,22,22,22,22,9,9,35,8"
6517,265,22,15,"22,22,22,22,22,22,22,22,22,22,9,9,35,8,22"
1331,266,22,2,22
4524,266,2,2,"22,2"
1276,267,22,2,22
6528,267,22,2,"22,22"
3389,268,3,1,3
38,269,11,2,11
5587,269,9,2,"11,9"
1274,270,22,4,22
1724,270,9,4,"22,9"
5585,270,9,4,"22,9,9"
6529,270,22,4,"22,9,9,22"
4327,271,31,1,31
1294,273,22,8,22
1295,273,22,8,"22,22"
1349,273,22,8,"22,22,22"
1647,273,9,8,"22,22,22,9"
1745,273,9,8,"22,22,22,9,9"
6083,273,26,8,"22,22,22,9,9,26"
6292,273,9,8,"22,22,22,9,9,26,9"
6474,273,9,8,"22,22,22,9,9,26,9,9"
5693,275,22,1,22
37,276,11,26,11
66,276,11,26,"11,11"
111,276,11,26,"11,11,11"
123,276,30,26,"11,11,11,30"
131,276,30,26,"11,11,11,30,30"
137,276,30,26,"11,11,11,30,30,30"
140,276,30,26,"11,11,11,30,30,30,30"
143,276,30,26,"11,11,11,30,30,30,30,30"
199,276,30,26,"11,11,11,30,30,30,30,30,30"
200,276,30,26,"11,11,11,30,30,30,30,30,30,30"
222,276,30,26,"11,11,11,30,30,30,30,30,30,30,30"
300,276,11,26,"11,11,11,30,30,30,30,30,30,30,30,11"
1906,276,8,26,"11,11,11,30,30,30,30,30,30,30,30,11,8"
2093,276,8,26,"11,11,11,30,30,30,30,30,30,30,30,11,8,8"
2640,276,8,26,"11,11,11,30,30,30,30,30,30,30,30,11,8,8,8"
2644,276,8,26,"11,11,11,30,30,30,30,30,30,30,30,11,8,8,8,8"
2689,276,8,26,"11,11,11,30,30,30,30,30,30,30,30,11,8,8,8,8,8"
2739,276,2,26,"11,11,11,30,30,30,30,30,30,30,30,11,8,8,8,8,8,2"
2746,276,8,26,"11,11,11,30,30,30,30,30,30,30,30,11,8,8,8,8,8,2,8"
2769,276,8,26,"11,11,11,30,30,30,30,30,30,30,30,11,8,8,8,8,8,2,8,8"
2824,276,8,26,"11,11,11,30,30,30,30,30,30,30,30,11,8,8,8,8,8,2,8,8,8"
2852,276,8,26,"11,11,11,30,30,30,30,30,30,30,30,11,8,8,8,8,8,2,8,8,8,8"
3312,276,26,26,"11,11,11,30,30,30,30,30,30,30,30,11,8,8,8,8,8,2,8,8,8,8,26"
3318,276,26,26,"11,11,11,30,30,30,30,30,30,30,30,11,8,8,8,8,8,2,8,8,8,8,26,26"
3323,276,26,26,"11,11,11,30,30,30,30,30,30,30,30,11,8,8,8,8,8,2,8,8,8,8,26,26,26"
3326,276,26,26,"11,11,11,30,30,30,30,30,30,30,30,11,8,8,8,8,8,2,8,8,8,8,26,26,26,26"
165,277,30,1,30
3841,278,26,1,26
406,279,14,2,14
1807,279,8,2,"14,8"
48,280,11,1,11
232,281,30,1,30
6068,282,3,1,3
166,283,30,1,30
118,284,11,5,11
284,284,11,5,"11,11"
350,284,30,5,"11,11,30"
1542,284,11,5,"11,11,30,11"
5473,284,11,5,"11,11,30,11,11"
1,285,11,2,11
3,285,11,2,"11,11"
98,286,11,2,11
147,286,30,2,"11,30"
28,288,11,4,11
70,288,11,4,"11,11"
209,288,30,4,"11,11,30"
221,288,30,4,"11,11,30,30"
177,289,30,1,30
1423,290,10,6,10
1512,290,23,6,"10,23"
1560,290,23,6,"10,23,23"
1564,290,23,6,"10,23,23,23"
2796,290,10,6,"10,23,23,23,10"
4396,290,23,6,"10,23,23,23,10,23"
6298,291,10,1,10
4423,292,10,1,10
1695,293,10,1,10
1713,294,10,1,10
1613,295,23,2,23
6189,295,10,2,"23,10"
4191,296,10,2,10
6273,296,10,2,"10,10"
29,297,11,1,11
35,299,11,1,11
1507,300,10,1,10
1573,301,23,2,23
1598,301,23,2,"23,23"
566,302,29,5,29
1593,302,10,5,"29,10"
1596,302,10,5,"29,10,10"
1602,302,10,5,"29,10,10,10"
4372,302,23,5,"29,10,10,10,23"
707,303,29,1,29
624,304,41,1,41
858,305,24,1,24
832,306,29,2,29
986,306,29,2,"29,29"
917,307,24,1,24
952,308,6,1,6
4594,309,6,1,6
823,310,24,1,24
446,311,29,2,29
448,311,29,2,"29,29"
894,312,24,1,24
959,314,6,3,6
960,314,6,3,"6,6"
963,314,6,3,"6,6,6"
520,315,29,5,29
772,315,24,5,"29,24"
4529,315,2,5,"29,24,2"
4604,315,6,5,"29,24,2,6"
6245,315,6,5,"29,24,2,6,6"
780,316,24,1,24
878,318,24,2,24
5890,318,29,2,"24,29"
498,319,39,2,39
2476,319,2,2,"39,2"
2258,320,2,1,2
3679,321,3,1,3
432,322,29,1,29
581,323,41,1,41
587,324,41,1,41
436,325,41,2,41
478,325,41,2,"41,41"
6103,327,41,1,41
435,328,41,2,41
2529,328,2,2,"41,2"
447,329,41,1,41
1019,330,41,9,41
1063,330,6,9,"41,6"
2501,330,2,9,"41,6,2"
3898,330,3,9,"41,6,2,3"
4292,330,2,9,"41,6,2,3,2"
4294,330,2,9,"41,6,2,3,2,2"
4302,330,2,9,"41,6,2,3,2,2,2"
4612,330,6,9,"41,6,2,3,2,2,2,6"
6175,330,2,9,"41,6,2,3,2,2,2,6,2"
430,332,41,1,41
2300,333,2,5,2
2751,333,2,5,"2,2"
4328,333,2,5,"2,2,2"
4339,333,2,5,"2,2,2,2"
4531,333,2,5,"2,2,2,2,2"
2251,336,2,2,2
3591,336,3,2,"2,3"
854,337,41,1,41
941,338,6,1,6
505,340,38,1,38
2383,341,2,1,2
1870,342,15,1,15
3337,343,3,6,3
3398,343,3,6,"3,3"
3427,343,3,6,"3,3,3"
4572,343,3,6,"3,3,3,3"
5968,343,3,6,"3,3,3,3,3"
6539,343,27,6,"3,3,3,3,3,27"
2235,345,27,2,27
3430,345,3,2,"27,3"
767,347,38,2,38
1946,347,15,2,"38,15"
3431,348,3,1,3
2497,349,2,1,2
6288,350,32,1,32
1130,351,32,1,32
1208,352,32,1,32
1133,353,32,1,32
1138,354,32,1,32
2415,355,27,1,27
5857,356,2,1,2
546,357,19,1,19
1147,358,32,1,32
6007,359,19,1,19
549,360,19,10,19
807,360,38,10,"19,38"
818,360,38,10,"19,38,38"
820,360,38,10,"19,38,38,38"
1159,360,32,10,"19,38,38,38,32"
1164,360,32,10,"19,38,38,38,32,32"
1311,360,38,10,"19,38,38,38,32,32,38"
4162,360,15,10,"19,38,38,38,32,32,38,15"
4217,360,32,10,"19,38,38,38,32,32,38,15,32"
5877,360,38,10,"19,38,38,38,32,32,38,15,32,38"
1153,361,32,1,32
2795,362,4,1,4
2184,364,34,1,34
1967,365,34,9,34
2073,365,34,9,"34,34"
2083,365,34,9,"34,34,34"
2135,365,27,9,"34,34,34,27"
2426,365,27,9,"34,34,34,27,27"
3922,365,3,9,"34,34,34,27,27,3"
4573,365,3,9,"34,34,34,27,27,3,3"
5743,365,7,9,"34,34,34,27,27,3,3,7"
6279,365,27,9,"34,34,34,27,27,3,3,7,27"
2399,366,27,3,27
4576,366,4,3,"27,4"
6312,366,27,3,"27,4,27"
2255,367,2,1,2
2244,368,34,3,34
2246,368,34,3,"34,34"
3697,368,3,3,"34,34,3"
1950,369,34,4,34
1970,369,34,4,"34,34"
6098,369,4,4,"34,34,4"
6106,369,4,4,"34,34,4,4"
2207,370,27,1,27
2214,372,27,1,27
3011,374,33,1,33
2831,375,4,3,4
3534,375,37,3,"4,37"
3712,375,37,3,"4,37,37"
3724,377,36,1,36
717,378,19,30,19
720,378,19,30,"19,19"
1714,378,32,30,"19,19,32"
2097,378,34,30,"19,19,32,34"
2486,378,34,30,"19,19,32,34,34"
2585,378,34,30,"19,19,32,34,34,34"
2823,378,33,30,"19,19,32,34,34,34,33"
2837,378,33,30,"19,19,32,34,34,34,33,33"
2876,378,33,30,"19,19,32,34,34,34,33,33,33"
3058,378,12,30,"19,19,32,34,34,34,33,33,33,12"
3065,378,12,30,"19,19,32,34,34,34,33,33,33,12,12"
3081,378,12,30,"19,19,32,34,34,34,33,33,33,12,12,12"
3244,378,12,30,"19,19,32,34,34,34,33,33,33,12,12,12,12"
3544,378,37,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37"
