Serial_Number,Schedule_Number,Depot_Code,Count,Depots
5678,K-2,26,15,"8,8,26,3,17,17,17,17,16,16,16,16,8,8,26"
2033,K-3,15,9,15
2066,K-3,15,9,"15,15"
2828,K-3,4,9,"15,15,4"
4159,K-3,17,9,"15,15,4,17"
4161,K-3,17,9,"15,15,4,17,17"
4166,K-3,17,9,"15,15,4,17,17,17"
4692,K-3,16,9,"15,15,4,17,17,17,16"
4697,K-3,16,9,"15,15,4,17,17,17,16,16"
6350,K-3,15,9,"15,15,4,17,17,17,16,16,15"
4168,K-4,17,12,17
4235,K-4,17,12,"17,17"
4255,K-4,17,12,"17,17,17"
4337,K-4,31,12,"17,17,17,31"
4338,K-4,31,12,"17,17,17,31,31"
4345,K-4,31,12,"17,17,17,31,31,31"
5803,K-4,6,12,"17,17,17,31,31,31,6"
5805,K-4,6,12,"17,17,17,31,31,31,6,6"
5806,K-4,6,12,"17,17,17,31,31,31,6,6,6"
5851,K-4,6,12,"17,17,17,31,31,31,6,6,6,6"
5852,K-4,6,12,"17,17,17,31,31,31,6,6,6,6,6"
5855,K-4,6,12,"17,17,17,31,31,31,6,6,6,6,6,6"
1758,K-5,9,8,9
1760,K-5,9,8,"9,9"
1892,K-5,15,8,"9,9,15"
2037,K-5,15,8,"9,9,15,15"
2069,K-5,15,8,"9,9,15,15,15"
3632,K-5,3,8,"9,9,15,15,15,3"
5625,K-5,9,8,"9,9,15,15,15,3,9"
5627,K-5,9,8,"9,9,15,15,15,3,9,9"
1389,K-6,10,15,10
1396,K-6,10,15,"10,10"
1400,K-6,10,15,"10,10,10"
1402,K-6,10,15,"10,10,10,10"
2078,K-6,34,15,"10,10,10,10,34"
2079,K-6,34,15,"10,10,10,10,34,34"
2446,K-6,34,15,"10,10,10,10,34,34,34"
2455,K-6,34,15,"10,10,10,10,34,34,34,34"
2460,K-6,34,15,"10,10,10,10,34,34,34,34,34"
2462,K-6,34,15,"10,10,10,10,34,34,34,34,34,34"
4450,K-6,10,15,"10,10,10,10,34,34,34,34,34,34,10"
4453,K-6,10,15,"10,10,10,10,34,34,34,34,34,34,10,10"
5541,K-6,10,15,"10,10,10,10,34,34,34,34,34,34,10,10,10"
5544,K-6,10,15,"10,10,10,10,34,34,34,34,34,34,10,10,10,10"
5546,K-6,10,15,"10,10,10,10,34,34,34,34,34,34,10,10,10,10,10"
584,KBS-12HK,39,13,39
586,KBS-12HK,39,13,"39,39"
592,KBS-12HK,39,13,"39,39,39"
593,KBS-12HK,39,13,"39,39,39,39"
596,KBS-12HK,39,13,"39,39,39,39,39"
600,KBS-12HK,39,13,"39,39,39,39,39,39"
602,KBS-12HK,39,13,"39,39,39,39,39,39,39"
603,KBS-12HK,39,13,"39,39,39,39,39,39,39,39"
607,KBS-12HK,39,13,"39,39,39,39,39,39,39,39,39"
608,KBS-12HK,39,13,"39,39,39,39,39,39,39,39,39,39"
755,KBS-12HK,24,13,"39,39,39,39,39,39,39,39,39,39,24"
1405,KBS-12HK,29,13,"39,39,39,39,39,39,39,39,39,39,24,29"
1406,KBS-12HK,29,13,"39,39,39,39,39,39,39,39,39,39,24,29,29"
3380,KBS-13K,29,8,29
3382,KBS-13K,29,8,"29,29"
3383,KBS-13K,29,8,"29,29,29"
3384,KBS-13K,29,8,"29,29,29,29"
3386,KBS-13K,24,8,"29,29,29,29,24"
3396,KBS-13K,24,8,"29,29,29,29,24,24"
3399,KBS-13K,24,8,"29,29,29,29,24,24,24"
5611,KBS-13K,24,8,"29,29,29,29,24,24,24,24"
3297,KBS-1I,6,30,6
3299,KBS-1I,6,30,"6,6"
3305,KBS-1I,6,30,"6,6,6"
3308,KBS-1I,6,30,"6,6,6,6"
3311,KBS-1I,6,30,"6,6,6,6,6"
3314,KBS-1I,6,30,"6,6,6,6,6,6"
3329,KBS-1I,6,30,"6,6,6,6,6,6,6"
3332,KBS-1I,6,30,"6,6,6,6,6,6,6,6"
3335,KBS-1I,6,30,"6,6,6,6,6,6,6,6,6"
3338,KBS-1I,6,30,"6,6,6,6,6,6,6,6,6,6"
3345,KBS-1I,39,30,"6,6,6,6,6,6,6,6,6,6,39"
3351,KBS-1I,39,30,"6,6,6,6,6,6,6,6,6,6,39,39"
3387,KBS-1I,39,30,"6,6,6,6,6,6,6,6,6,6,39,39,39"
6172,KBS-1I,41,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41"
6173,KBS-1I,41,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41"
6174,KBS-1I,41,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41,41"
6176,KBS-1I,41,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41,41,41"
6177,KBS-1I,41,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41,41,41,41"
6178,KBS-1I,41,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41,41,41,41,41"
6179,KBS-1I,41,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41,41,41,41,41,41"
6180,KBS-1I,41,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41,41,41,41,41,41,41"
6181,KBS-1I,41,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41,41,41,41,41,41,41,41"
6182,KBS-1I,41,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41,41,41,41,41,41,41,41,41"
6185,KBS-1I,41,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41,41,41,41,41,41,41,41,41,41"
6186,KBS-1I,41,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41,41,41,41,41,41,41,41,41,41,41"
6235,KBS-1I,6,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41,41,41,41,41,41,41,41,41,41,41,6"
6236,KBS-1I,6,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41,41,41,41,41,41,41,41,41,41,41,6,6"
6244,KBS-1I,41,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41,41,41,41,41,41,41,41,41,41,41,6,6,41"
6249,KBS-1I,41,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41,41,41,41,41,41,41,41,41,41,41,6,6,41,41"
6250,KBS-1I,41,30,"6,6,6,6,6,6,6,6,6,6,39,39,39,41,41,41,41,41,41,41,41,41,41,41,41,6,6,41,41,41"
3270,KBS-1K,41,14,41
3272,KBS-1K,41,14,"41,41"
3273,KBS-1K,41,14,"41,41,41"
3274,KBS-1K,41,14,"41,41,41,41"
3279,KBS-1K,6,14,"41,41,41,41,6"
3285,KBS-1K,6,14,"41,41,41,41,6,6"
3286,KBS-1K,6,14,"41,41,41,41,6,6,6"
3287,KBS-1K,6,14,"41,41,41,41,6,6,6,6"
3288,KBS-1K,41,14,"41,41,41,41,6,6,6,6,41"
3292,KBS-1K,41,14,"41,41,41,41,6,6,6,6,41,41"
3388,KBS-1K,41,14,"41,41,41,41,6,6,6,6,41,41,41"
6056,KBS-1K,41,14,"41,41,41,41,6,6,6,6,41,41,41,41"
6057,KBS-1K,41,14,"41,41,41,41,6,6,6,6,41,41,41,41,41"
6246,KBS-1K,6,14,"41,41,41,41,6,6,6,6,41,41,41,41,41,6"
836,KBS-3A,19,34,19
837,KBS-3A,19,34,"19,19"
838,KBS-3A,19,34,"19,19,19"
839,KBS-3A,19,34,"19,19,19,19"
840,KBS-3A,19,34,"19,19,19,19,19"
841,KBS-3A,19,34,"19,19,19,19,19,19"
842,KBS-3A,19,34,"19,19,19,19,19,19,19"
846,KBS-3A,38,34,"19,19,19,19,19,19,19,38"
851,KBS-3A,38,34,"19,19,19,19,19,19,19,38,38"
939,KBS-3A,38,34,"19,19,19,19,19,19,19,38,38,38"
954,KBS-3A,38,34,"19,19,19,19,19,19,19,38,38,38,38"
961,KBS-3A,38,34,"19,19,19,19,19,19,19,38,38,38,38,38"
1210,KBS-3A,32,34,"19,19,19,19,19,19,19,38,38,38,38,38,32"
1211,KBS-3A,32,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32"
1212,KBS-3A,32,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32"
1213,KBS-3A,32,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32"
1214,KBS-3A,32,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32"
1215,KBS-3A,32,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32"
1900,KBS-3A,15,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15"
1901,KBS-3A,15,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15,15"
1907,KBS-3A,15,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15,15,15"
1924,KBS-3A,15,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15,15,15,15"
2173,KBS-3A,20,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15,15,15,15,20"
2175,KBS-3A,20,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15,15,15,15,20,20"
2283,KBS-3A,2,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15,15,15,15,20,20,2"
2284,KBS-3A,2,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15,15,15,15,20,20,2,2"
3844,KBS-3A,3,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15,15,15,15,20,20,2,2,3"
3849,KBS-3A,3,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15,15,15,15,20,20,2,2,3,3"
3851,KBS-3A,3,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15,15,15,15,20,20,2,2,3,3,3"
4286,KBS-3A,2,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15,15,15,15,20,20,2,2,3,3,3,2"
5832,KBS-3A,15,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15,15,15,15,20,20,2,2,3,3,3,2,15"
6011,KBS-3A,19,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15,15,15,15,20,20,2,2,3,3,3,2,15,19"
6012,KBS-3A,19,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15,15,15,15,20,20,2,2,3,3,3,2,15,19,19"
6013,KBS-3A,19,34,"19,19,19,19,19,19,19,38,38,38,38,38,32,32,32,32,32,32,15,15,15,15,20,20,2,2,3,3,3,2,15,19,19,19"
1218,KBS-3A0,32,1,32
867,KBS-3A1,19,2,19
2165,KBS-3A1,20,2,"19,20"
868,KBS-3A2,19,2,19
2285,KBS-3A2,2,2,"19,2"
2164,KBS-3A3,20,2,20
3853,KBS-3A3,3,2,"20,3"
1216,KBS-3A4,32,1,32
869,KBS-3A5,19,1,19
1217,KBS-3A6,32,1,32
2169,KBS-3A7,20,1,20
909,KBS-3A8,38,1,38
910,KBS-3A9,38,1,38
872,KBS-3C,19,12,19
874,KBS-3C,19,12,"19,19"
1219,KBS-3C,32,12,"19,19,32"
1220,KBS-3C,32,12,"19,19,32,32"
1224,KBS-3C,32,12,"19,19,32,32,32"
1225,KBS-3C,32,12,"19,19,32,32,32,32"
2286,KBS-3C,2,12,"19,19,32,32,32,32,2"
2287,KBS-3C,2,12,"19,19,32,32,32,32,2,2"
3850,KBS-3C,3,12,"19,19,32,32,32,32,2,2,3"
3852,KBS-3C,3,12,"19,19,32,32,32,32,2,2,3,3"
6232,KBS-3C,32,12,"19,19,32,32,32,32,2,2,3,3,32"
6238,KBS-3C,32,12,"19,19,32,32,32,32,2,2,3,3,32,32"
1368,KBS-3E,32,12,32
2289,KBS-3E,2,12,"32,2"
2290,KBS-3E,2,12,"32,2,2"
2291,KBS-3E,2,12,"32,2,2,2"
3847,KBS-3E,3,12,"32,2,2,2,3"
3848,KBS-3E,3,12,"32,2,2,2,3,3"
5946,KBS-3E,2,12,"32,2,2,2,3,3,2"
5948,KBS-3E,2,12,"32,2,2,2,3,3,2,2"
5996,KBS-3E,19,12,"32,2,2,2,3,3,2,2,19"
5997,KBS-3E,19,12,"32,2,2,2,3,3,2,2,19,19"
5999,KBS-3E,19,12,"32,2,2,2,3,3,2,2,19,19,19"
6001,KBS-3E,19,12,"32,2,2,2,3,3,2,2,19,19,19,19"
1982,KBS-5H,20,8,20
1983,KBS-5H,20,8,"20,20"
1984,KBS-5H,20,8,"20,20,20"
1986,KBS-5H,20,8,"20,20,20,20"
2213,KBS-5H,20,8,"20,20,20,20,20"
3527,KBS-5H,3,8,"20,20,20,20,20,3"
3528,KBS-5H,3,8,"20,20,20,20,20,3,3"
3529,KBS-5H,3,8,"20,20,20,20,20,3,3,3"
5411,KIAS-10,13,5,13
5413,KIAS-10,13,5,"13,13"
5415,KIAS-10,13,5,"13,13,13"
5909,KIAS-10,13,5,"13,13,13,13"
5913,KIAS-10,13,5,"13,13,13,13,13"
4011,KIAS-12,25,6,25
4015,KIAS-12,25,6,"25,25"
4023,KIAS-12,25,6,"25,25,25"
4025,KIAS-12,25,6,"25,25,25,25"
4028,KIAS-12,25,6,"25,25,25,25,25"
4032,KIAS-12,25,6,"25,25,25,25,25,25"
3978,KIAS-4,18,7,18
3981,KIAS-4,18,7,"18,18"
3982,KIAS-4,18,7,"18,18,18"
3983,KIAS-4,18,7,"18,18,18,18"
3984,KIAS-4,18,7,"18,18,18,18,18"
3988,KIAS-4,18,7,"18,18,18,18,18,18"
3993,KIAS-4,18,7,"18,18,18,18,18,18,18"
5126,KIAS-5,13,9,13
5368,KIAS-5,13,9,"13,13"
5369,KIAS-5,13,9,"13,13,13"
5372,KIAS-5,13,9,"13,13,13,13"
5397,KIAS-5,13,9,"13,13,13,13,13"
5403,KIAS-5,13,9,"13,13,13,13,13,13"
5405,KIAS-5,13,9,"13,13,13,13,13,13,13"
5409,KIAS-5,13,9,"13,13,13,13,13,13,13,13"
5428,KIAS-5,13,9,"13,13,13,13,13,13,13,13,13"
6437,KIAS-6,18,5,18
6439,KIAS-6,18,5,"18,18"
6446,KIAS-6,18,5,"18,18,18"
6447,KIAS-6,18,5,"18,18,18,18"
6448,KIAS-6,18,5,"18,18,18,18,18"
4001,KIAS-7,25,4,25
4008,KIAS-7,25,4,"25,25"
4013,KIAS-7,25,4,"25,25,25"
4016,KIAS-7,25,4,"25,25,25,25"
4021,KIAS-7A,25,4,25
4033,KIAS-7A,25,4,"25,25"
4036,KIAS-7A,25,4,"25,25,25"
5291,KIAS-7A,25,4,"25,25,25,25"
3989,KIAS-8,28,14,28
5256,KIAS-8,28,14,"28,28"
5260,KIAS-8,28,14,"28,28,28"
5269,KIAS-8,28,14,"28,28,28,28"
5276,KIAS-8,28,14,"28,28,28,28,28"
5281,KIAS-8,28,14,"28,28,28,28,28,28"
5284,KIAS-8,28,14,"28,28,28,28,28,28,28"
5298,KIAS-8,25,14,"28,28,28,28,28,28,28,25"
5313,KIAS-8,25,14,"28,28,28,28,28,28,28,25,25"
5319,KIAS-8,25,14,"28,28,28,28,28,28,28,25,25,25"
5323,KIAS-8,25,14,"28,28,28,28,28,28,28,25,25,25,25"
6194,KIAS-8,28,14,"28,28,28,28,28,28,28,25,25,25,25,28"
6432,KIAS-8,28,14,"28,28,28,28,28,28,28,25,25,25,25,28,28"
6484,KIAS-8,28,14,"28,28,28,28,28,28,28,25,25,25,25,28,28,28"
5237,KIAS-8C,7,4,7
5266,KIAS-8C,7,4,"7,7"
6330,KIAS-8C,7,4,"7,7,7"
6331,KIAS-8C,7,4,"7,7,7,7"
5225,KIAS-9,7,12,7
5227,KIAS-9,7,12,"7,7"
5228,KIAS-9,7,12,"7,7,7"
5229,KIAS-9,7,12,"7,7,7,7"
5230,KIAS-9,7,12,"7,7,7,7,7"
5231,KIAS-9,7,12,"7,7,7,7,7,7"
5233,KIAS-9,7,12,"7,7,7,7,7,7,7"
5240,KIAS-9,7,12,"7,7,7,7,7,7,7,7"
5241,KIAS-9,7,12,"7,7,7,7,7,7,7,7,7"
5244,KIAS-9,7,12,"7,7,7,7,7,7,7,7,7,7"
5245,KIAS-9,7,12,"7,7,7,7,7,7,7,7,7,7,7"
5246,KIAS-9,7,12,"7,7,7,7,7,7,7,7,7,7,7,7"
3613,MBS-1,4,1,4
5572,MBS-11,10,1,10
1384,MBS-12,22,1,22
1615,MBS-14,10,1,10
4636,MBS-15,41,1,41
1843,MBS-17,9,4,9
2825,MBS-17,8,4,"9,8"
2836,MBS-17,8,4,"9,8,8"
3701,MBS-17,3,4,"9,8,8,3"
1023,MBS-2,6,4,6
1026,MBS-2,6,4,"6,6"
1043,MBS-2,6,4,"6,6,6"
1057,MBS-2,6,4,"6,6,6,6"
6017,MBS-21,19,1,19
5114,MBS-24,21,2,21
5115,MBS-24,21,2,"21,21"
5821,MBS-25,19,1,19
14,MBS-6,11,5,11
83,MBS-6,11,5,"11,11"
286,MBS-6,11,5,"11,11,11"
932,MBS-6,6,5,"11,11,11,6"
936,MBS-6,6,5,"11,11,11,6,6"
1511,MBS-8,23,5,23
1533,MBS-8,23,5,"23,23"
1548,MBS-8,10,5,"23,23,10"
1715,MBS-8,10,5,"23,23,10,10"
2684,MBS-8,4,5,"23,23,10,10,4"
2153,MBS-9,20,2,20
5770,MBS-9,21,2,"20,21"
2803,MBS14,10,2,10
2805,MBS14,10,2,"10,10"
1485,MBS8,23,3,23
1571,MBS8,10,3,"23,10"
2802,MBS8,10,3,"23,10,10"
10,MBS9,11,1,11
3791,MF-1,26,2,26
4513,MF-1,2,2,"26,2"
6307,MF-10,16,3,16
6308,MF-10,16,3,"16,16"
6313,MF-10,16,3,"16,16,16"
6487,MF-4,23,1,23
927,MF-5,24,4,24
929,MF-5,24,4,"24,24"
1067,MF-5,6,4,"24,24,6"
1392,MF-5,6,4,"24,24,6,6"
824,MF-6,24,4,24
865,MF-6,24,4,"24,24"
1487,MF-6,29,4,"24,24,29"
1990,MF-6,24,4,"24,24,29,24"
1038,MF-7,6,4,6
1042,MF-7,6,4,"6,6"
1044,MF-7,6,4,"6,6,6"
1059,MF-7,6,4,"6,6,6,6"
557,MKT-12HK,39,10,39
559,MKT-12HK,39,10,"39,39"
561,MKT-12HK,39,10,"39,39,39"
562,MKT-12HK,39,10,"39,39,39,39"
745,MKT-12HK,24,10,"39,39,39,39,24"
815,MKT-12HK,24,10,"39,39,39,39,24,24"
1344,MKT-12HK,39,10,"39,39,39,39,24,24,39"
1347,MKT-12HK,39,10,"39,39,39,39,24,24,39,39"
1350,MKT-12HK,39,10,"39,39,39,39,24,24,39,39,39"
1592,MKT-12HK,29,10,"39,39,39,39,24,24,39,39,39,29"
1988,MKT-5H,20,13,20
1992,MKT-5H,20,13,"20,20"
1994,MKT-5H,20,13,"20,20,20"
1996,MKT-5H,20,13,"20,20,20,20"
1998,MKT-5H,20,13,"20,20,20,20,20"
2000,MKT-5H,20,13,"20,20,20,20,20,20"
3512,MKT-5H,3,13,"20,20,20,20,20,20,3"
3513,MKT-5H,3,13,"20,20,20,20,20,20,3,3"
3514,MKT-5H,3,13,"20,20,20,20,20,20,3,3,3"
3516,MKT-5H,3,13,"20,20,20,20,20,20,3,3,3,3"
3520,MKT-5H,3,13,"20,20,20,20,20,20,3,3,3,3,3"
3523,MKT-5H,3,13,"20,20,20,20,20,20,3,3,3,3,3,3"
3525,MKT-5H,3,13,"20,20,20,20,20,20,3,3,3,3,3,3,3"
5985,NLM-F1,22,1,22
1460,NLM-F2,22,1,22
6084,PHS-20,15,1,15
3881,PHS-21,4,1,4
3901,PHS-23,4,1,4
4194,PHS-27,2,1,2
2352,PHS-29,8,1,8
4660,PHS-3,4,1,4
2790,PHS-34,8,1,8
6187,PHS-35,3,1,3
3912,PHS-36,4,1,4
2784,PHS-37,8,1,8
2879,PHS-4,2,1,2
3899,PHS-41,4,1,4
5725,PHS-47,16,1,16
3884,PHS-61,26,1,26
3144,PK-1,26,1,26
3615,PK-100E,26,1,26
2678,PK-11,20,1,20
2668,PK-138,8,1,8
6127,PK-139,14,1,14
2826,PK-13E,2,1,2
4359,PK-14,3,1,3
2707,PK-141,2,1,2
4624,PK-150,6,1,6
2867,PK-210A,2,1,2
2732,PK-210T,20,1,20
2747,PK-210V,20,1,20
4311,PK-235N,4,1,4
6283,PK-25,8,1,8
2660,PK-30,2,1,2
4631,PK-333,6,1,6
4629,PK-333L,6,1,6
2904,PK-37,2,1,2
3861,PK-410,26,1,26
2736,PK-43E,20,1,20
3762,PK-500C,6,1,6
6192,PK-500K,41,1,41
3803,PK-504,6,1,6
3151,PK-77,26,1,26
6343,PK-95,8,1,8
2924,PK-96G,20,1,20
2851,PK201,2,1,2
3298,SBS-13K,39,8,39
3303,SBS-13K,6,8,"39,6"
3307,SBS-13K,6,8,"39,6,6"
3310,SBS-13K,6,8,"39,6,6,6"
3315,SBS-13K,6,8,"39,6,6,6,6"
3319,SBS-13K,41,8,"39,6,6,6,6,41"
3324,SBS-13K,41,8,"39,6,6,6,6,41,41"
3331,SBS-13K,41,8,"39,6,6,6,6,41,41,41"
3341,SBS-1K,6,16,6
3344,SBS-1K,6,16,"6,6"
3353,SBS-1K,6,16,"6,6,6"
3362,SBS-1K,6,16,"6,6,6,6"
3367,SBS-1K,6,16,"6,6,6,6,6"
3374,SBS-1K,6,16,"6,6,6,6,6,6"
3376,SBS-1K,6,16,"6,6,6,6,6,6,6"
3395,SBS-1K,6,16,"6,6,6,6,6,6,6,6"
3406,SBS-1K,41,16,"6,6,6,6,6,6,6,6,41"
3411,SBS-1K,41,16,"6,6,6,6,6,6,6,6,41,41"
3412,SBS-1K,6,16,"6,6,6,6,6,6,6,6,41,41,6"
3413,SBS-1K,41,16,"6,6,6,6,6,6,6,6,41,41,6,41"
3417,SBS-1K,6,16,"6,6,6,6,6,6,6,6,41,41,6,41,6"
3418,SBS-1K,6,16,"6,6,6,6,6,6,6,6,41,41,6,41,6,6"
3421,SBS-1K,6,16,"6,6,6,6,6,6,6,6,41,41,6,41,6,6,6"
6055,SBS-1K,41,16,"6,6,6,6,6,6,6,6,41,41,6,41,6,6,6,41"
4365,SJP-FDR-1,3,1,3
6158,TESTSCH1,9,1,9
5953,TR-10,8,1,8
1926,TR-12,8,11,8
2838,TR-12,8,11,"8,8"
2889,TR-12,8,11,"8,8,8"
3161,TR-12,26,11,"8,8,8,26"
3170,TR-12,26,11,"8,8,8,26,26"
3171,TR-12,26,11,"8,8,8,26,26,26"
4364,TR-12,20,11,"8,8,8,26,26,26,20"
4710,TR-12,16,11,"8,8,8,26,26,26,20,16"
4711,TR-12,16,11,"8,8,8,26,26,26,20,16,16"
4713,TR-12,16,11,"8,8,8,26,26,26,20,16,16,16"
4811,TR-12,16,11,"8,8,8,26,26,26,20,16,16,16,16"
4366,TR-12A,20,2,20
6133,TR-12A,20,2,"20,20"
1874,TR-2,8,4,8
1930,TR-2,15,4,"8,15"
1932,TR-2,15,4,"8,15,15"
2359,TR-2,2,4,"8,15,15,2"
369,TR-3,14,7,14
370,TR-3,14,7,"14,14"
372,TR-3,14,7,"14,14,14"
1931,TR-3,15,7,"14,14,14,15"
2047,TR-3,15,7,"14,14,14,15,15"
2049,TR-3,15,7,"14,14,14,15,15,15"
2336,TR-3,2,7,"14,14,14,15,15,15,2"
4691,TR-4,16,8,16
4695,TR-4,16,8,"16,16"
4696,TR-4,16,8,"16,16,16"
4700,TR-4,16,8,"16,16,16,16"
4702,TR-4,16,8,"16,16,16,16,16"
4703,TR-4,16,8,"16,16,16,16,16,16"
4704,TR-4,16,8,"16,16,16,16,16,16,16"
4707,TR-4,16,8,"16,16,16,16,16,16,16,16"
5534,TR-4A,17,2,17
5536,TR-4A,17,2,"17,17"
1390,TR-7,6,1,6
2859,TR-8,8,1,8
338,TR-9,30,2,30
339,TR-9,30,2,"30,30"
2760,TR12,2,2,2
5914,TR12,8,2,"2,8"
6134,TR12A,20,1,20
1470,TR4,10,4,10
1473,TR4,10,4,"10,10"
1474,TR4,10,4,"10,10,10"
1621,TR4,23,4,"10,10,10,23"
1469,TR4/S,10,1,10
1467,TR4A,10,2,10
1476,TR4A,10,2,"10,10"
2365,TR6,20,3,20
2499,TR6,20,3,"20,20"
6248,TR6,8,3,"20,20,8"
6512,Trumpet-1,30,1,30
5004,V-195,7,4,7
5011,V-195,7,4,"7,7"
5014,V-195,7,4,"7,7,7"
5180,V-195,7,4,"7,7,7,7"
4903,V-201R,13,18,13
4904,V-201R,13,18,"13,13"
4918,V-201R,13,18,"13,13,13"
4929,V-201R,13,18,"13,13,13,13"
4938,V-201R,13,18,"13,13,13,13,13"
4939,V-201R,13,18,"13,13,13,13,13,13"
4942,V-201R,13,18,"13,13,13,13,13,13,13"
4944,V-201R,13,18,"13,13,13,13,13,13,13,13"
4950,V-201R,13,18,"13,13,13,13,13,13,13,13,13"
4957,V-201R,13,18,"13,13,13,13,13,13,13,13,13,13"
4960,V-201R,13,18,"13,13,13,13,13,13,13,13,13,13,13"
4963,V-201R,13,18,"13,13,13,13,13,13,13,13,13,13,13,13"
5029,V-201R,13,18,"13,13,13,13,13,13,13,13,13,13,13,13,13"
5207,V-201R,25,18,"13,13,13,13,13,13,13,13,13,13,13,13,13,25"
5247,V-201R,25,18,"13,13,13,13,13,13,13,13,13,13,13,13,13,25,25"
5253,V-201R,25,18,"13,13,13,13,13,13,13,13,13,13,13,13,13,25,25,25"
5257,V-201R,25,18,"13,13,13,13,13,13,13,13,13,13,13,13,13,25,25,25,25"
6452,V-201R,25,18,"13,13,13,13,13,13,13,13,13,13,13,13,13,25,25,25,25,25"
5280,V-215H,7,1,7
5402,V-226SBS,7,1,7
5090,V-226WF,18,1,18
4051,V-250I,28,4,28
4052,V-250I,28,4,"28,28"
5221,V-250I,28,4,"28,28,28"
5250,V-250I,28,4,"28,28,28,28"
6398,V-250ZA,28,3,28
6401,V-250ZA,28,3,"28,28"
6464,V-250ZA,28,3,"28,28,28"
4994,V-276,28,3,28
6405,V-276,28,3,"28,28"
6406,V-276,28,3,"28,28,28"
5007,V-276G,28,3,28
5015,V-276G,28,3,"28,28"
5021,V-276G,28,3,"28,28,28"
5270,V-285M,28,3,28
5272,V-285M,28,3,"28,28"
5278,V-285M,28,3,"28,28,28"
5791,V-317A,28,2,28
6332,V-317A,28,2,"28,28"
5321,V-319CT,7,4,7
5335,V-319CT,7,4,"7,7"
5345,V-319CT,7,4,"7,7,7"
5351,V-319CT,7,4,"7,7,7,7"
4004,V-331A,28,6,28
5295,V-331A,28,6,"28,28"
5327,V-331A,28,6,"28,28,28"
6335,V-331A,28,6,"28,28,28,28"
6461,V-331A,28,6,"28,28,28,28,28"
6462,V-331A,28,6,"28,28,28,28,28,28"
5356,V-333P,28,1,28
5288,V-333T,7,4,7
5292,V-333T,7,4,"7,7"
5297,V-333T,7,4,"7,7,7"
5299,V-333T,7,4,"7,7,7,7"
5161,V-333W,7,5,7
5162,V-333W,7,5,"7,7"
5165,V-333W,7,5,"7,7,7"
5166,V-333W,7,5,"7,7,7,7"
5704,V-333W,7,5,"7,7,7,7,7"
4019,V-333Z,28,4,28
4022,V-333Z,28,4,"28,28"
5122,V-333Z,13,4,"28,28,13"
5125,V-333Z,13,4,"28,28,13,13"
3927,V-335E,18,54,18
3928,V-335E,18,54,"18,18"
3930,V-335E,18,54,"18,18,18"
3931,V-335E,18,54,"18,18,18,18"
3932,V-335E,18,54,"18,18,18,18,18"
3933,V-335E,18,54,"18,18,18,18,18,18"
3936,V-335E,18,54,"18,18,18,18,18,18,18"
3937,V-335E,18,54,"18,18,18,18,18,18,18,18"
3939,V-335E,18,54,"18,18,18,18,18,18,18,18,18"
