busstop,trips
"Rajeshwari Nagara","50"
"Ramachandrpura,RAMACHANDRAPURA,BESIDE RANJITHA MEDICALS","50"
"Samanduru,ATTIBELE-HUBLI,OPPOSITE OF SRI BASAVESHWARA TEMPLE","50"
"Shampura,SHAMPURA,OPPOSITE OF AMBEDKAR COLLEGE","50"
"Shiva Ittige Factory,OPPOSITE OF BRICK FACTORY","50"
"Siddaganga College,NELAMANGALA,BESIDE SHREE SIDDA GANGA FIRST GRADE COLLEGE","50"
"Sondekoppa Bypass,NELAMANGALA,BESIDE OPEN AREA","50"
"Srinagar,BUS STAND","50"
"Yattukodi,IN FRONT OF GOVT. SCHOOL","50"
"Audugodi","52"
"Avalahalli New BDA Layout,BDA Layout","52"
"BEML Gate,B.E.M.L. LAYOUT 3RD STAGE,OPPOSITE OF MUTHOOT FINANCIAL CORP","52"
"BHEL Layout Maramma Temple,PATTANAGERE VILLAGE,IN FRONT OF MARAMMA TEMPLE","52"
"Bhakthipura,ANEKAL TALUK,BESIDE OPEN AREA & FIELD","52"
"Cholanayakanahalli,CHOLANAYAKANA HALLI,IN FRONT OF MARAMMA TEMPLE","52"
"Double Road BEML Layout,B.E.M.L. DOUBLE ROAD CIRCLE,IN FRONT OF HDFC BANK","52"
"Gollahalli,OPPOSITE OF GOVT. SCHOOL","52"
"Handenahalli,Bidarguppe,Near Thyavakanahalli","52"
"Hunasemara Nelamangala,NELAMANGALA,IN FRONT OF SURYA MEDICALS","52"
"Huskur,SARJAPURA,OPPOSITE OF SRI MADDORAMMA DEVI TEMPLE","52"
"Jn of 8th Main and 3rd Cross,KALYANA NAGARA,IN FRONT OF GANAPATHI TEMPLE","52"
"Kannuru,KANNUR,BESIDE RAGHAVENDRA HOTEL","52"
"Kommagatta,KOMMAGATTA,IN FRONT OF ANJANEYA TEMPLE","52"
"Kudhurgere Madhanayakanahalli,KUDREGERE,BESIDE GOVERNMENT PRIMARY SCHOOL","52"
"Kudhurgere colony Madhanayakanahalli,KUDREGERE COLONY,BESIDE ASHWATHA KHATTE","52"
"Lakshmi Devastana Nelamangala,NELAMANGALA,BESIDE OPEN AREA","52"
"MEI Colony,M.E.I.COLONY,IN FRONT OF MADHU FABS PVT LTD","52"
"Manchenahalli","52"
"Maniksha Pardeground,M.G.ROAD,BESIDE PARADE GROUND","52"
"Muddaiahnapalya,Mallathhalli,Aralimara","52"
"Mylanahalli Cross,MYLANAHALLI,BESIDE OPEN AREA","52"
"Nagasandra Cross,NAGASANDRA CROSS,BESIDE DHANVANTRI SCAN CENTER","52"
"Nayanappanahalli","52"
"Parvathi Nagar,PARVATHI NAGARA,IN FRONT OF S.L.J.BANGALORE","52"
"Renuka Nagar,NELAMANGALA,IN FRONT OF LAKSHMI VENKATESHWARA BAKERY","52"
"Robin Talkies,KENGERI UPANAGARA,IN FRONT OF NEW PRIYANKA BAKERY","52"
"Sadhashivanagar,SADASHIVA NAGARA,BESIDE GIRI DENTAL CLINIC","52"
"Shettty Halli,SHETTIHALLI,BESIDE SRI SUMUKA BAKERY","52"
"Solusapura,SARJAPURA, HOBLI,BESIDE GOVT. PRIMARY SCHOOL","52"
"Somanahalli ,SOMANAHALLI,IN FRONT OF VETERINARY HOSPITAL","52"
"Thammenahalli,THAMENAHALLLI,BESIDE GOVERNMENT PRIMARY SCHOOL","52"
"Thindlu,THINDLU,BESDIE N.N.TIMES & MARBLES","52"
"Upkar Residency Layout","52"
"Varthuru,VARTHURU,BESIDE MARAMMA TEMPLE","52"
"Venkatapura Gate,J VENKATAPURA,OPPOSITE OF SOCIETY","52"
"Agara Cross,TATAGUNI","54"
"BTM Layout 7th Main","54"
"Betta Halli Gate,BETTAHALLI CROSS,BESIDE GANESHA TEMPLE","54"
"Chamarajapet,CHAMARAJA PETE,BESIDE KSG FORM & NURSERY","54"
"Dasappana Palya,BESIDE PAVAN STORES","54"
"Gangadhara Kalyana Mantapa,KEREGUDDADAHALLI,BESIDE OPEN AREA","54"
"HMT Post Office,H.M.T.,IN FRONT OF WATER TANK","54"
"HMT Shopping Complex,H.M.T.,IN FRONT OF H.M.T.QUARTERS","54"
"HMT Watch Factory,H.M.T.,IN FRONT OF H.M.T.WATCH FACTORY","54"
"HSR Layout 2nd Sector","54"
"Huttanahalli,UTTANAHALLI,IN FRONT OF DHANALAKSHMI TEMPLE","54"
"ITPL,WHITEFIELD,IN FRONT OF G.R.TECH PARK","54"
"Kereguddadahalli,KEREGUDDADAHALLI,BESIDE RESIDENTIAL AREA","54"
"Machohalli Colony,MACHOHALLI,BESIDE RESIDENTIAL AREA","54"
"Malagala Park","54"
"Maruthi Nagara Kodigehalli,MARUTHI NAGARA,BESDIE ANJANEYA TEMPLE","54"
"Milk Booth,JP NAGARA 2ND PHASE,OPPOSITE OF NANDINI PARLOUR","54"
"Mount Carmel College,SHIVAJI NAGARA,BESIDE MOUNT CARMEL COLLEGE","54"
"Nagarabhavi Circle,CHANDRA LAYOUT,BESIDE OPEN AREA, NEAR SRI BALAJI SENATE","54"
"Nayanappanahalli cross,BOMMANAHALLI CIRCLE,OPPOSITE OF BHARATH PETROLEUM BANK","54"
"Old Bayappanahalli,MARUTHI SEVA NAGARA,IN FRONT OF BBMP OFFICE","54"
"Prashanthanagar,AMARAJYOTHI NAGARA,IN FRONT OF KARANTH VIHAR HOTEL","54"
"RMG Factory,KEREGUDDADA HALLI,BESIDE SAMMAR BAKE ZONE","54"
"Shanimahathma Devasthana","54"
"Srinivas Nagara,SRINIVASANAGARA,OPPOSITE OF HINDU MILITARY HOTEL","54"
"Tataguni,DODDA TATAGUNI,OPPOSITE OF MILK DAIRY","54"
"Telecom Layout,TELECOM LAYOUT,OPEN AREA","54"
"Thippuru,OPPOSITE OF PRIMARY SCHOOL","54"
"80 Feet Road Babasab Palya,SUBBAIAHAN PALYA KALYANA NAGARA,IN FRONT OF ANNAPURNESHWARI TEMPLE","56"
"AL Ameena Recidential School,DANDUPALYA,OPPOSITE OF SCHOOL","56"
"Anand Ashrama","56"
"Ayyappa Nagara,AYYAPPA NAGARA,OPPOSITE OF RAASHI MEDICALS","56"
"Balepura,BALEPURA,OPPOSITE OF GOVT. PRIMARY SCHOOL","56"
"Banashankari 3rd Stage 2rd Phase,BANASHANKARI 3RD STAGE DWARAKA NAGARA,OPPOSITE OF RATNAGIRI PUBLIC SCHOOL","56"
"Bella Halli,BELAHALLI,BESIDE PUNCTURE SHOP","56"
"Bodanahosahalli,BESIDE RESIDENTIAL AREA","56"
"Guddada Halli Mysore Road","56"
"Horamavu Signal,HORAMAVU,OPPOSITE OF SUNIL REALTORS","56"
"Horamavu,HORAMAVU,IN FRONT OF GANAPATHI TEMPLE","56"
"JP Nagara 3rd Phase,JP NAGARA 3RD PHASE,BESIDE COLLABERA","56"
"Lingarajapuram,KARIYANA PALYA,IN FRONT OF MURUGAN PHOTO FRAMING","56"
"Madapatna","56"
"Malleshwaram 18th Cross,MALLESHWARAM,BESIDE PUNJAB NATIONAL BANK","56"
"Malleshwaram 8th Cross,MALLESHWARAM,OPPOSITE OF R.V.APARTMENTS","56"
"Marasur,ANEKAL TALUK,NEAR SHANKAR NAGA MANTAP","56"
"Mathahalli Cross,MATTHAHALLI,IN FRONT OF LAKSHMI BAKERY","56"
"Mysore Lamps,MALLESHWARAM,BESIDE  MYSORE LAMPS FACTORY","56"
"Nagarabhavi 9th Block","56"
"Singhena agrahara,ANEKAL TALUK,OPPOSITE OF MILK DAIRY","56"
"Yelenahalli","56"
"Bamboo Bazaar,SHIVAJI NAGARA,BESIDE PRESTIGE BUILDING DEMOLISHER","58"
"Bharathnagar 2nd Stage","58"
"Bhuvaneshwari Nagara Mahalakshmi Temple,BHUVANESHWARI NAGARA,IN FRONT OF MAHALAKSHMI TEMPLE","58"
"Bhuvaneshwari Nagara PARK,BHUVANESHWARI NAGARA,IN FRONT OF B.D.A.PARK & PUBLIC TOILETS","58"
"Devanagundi,DEVANAGONDI,IN FRONT OF K.E.B.OFFICE","58"
"Devasandra KR Puram,KR PURAM,OPPOSITE OF B.V.N.M.SCHOOL","58"
"Dodderi Grama,DODDERI VILLAGE,IN FRONT OF RESIDENTIAL AREA","58"
"Gollahalli,K.GOLLAHALLI,NEAR MANDALA PANCHAYAT OFFICE","58"
"HBR Layout Ist Stage,H.B.R.LAYOUT 1ST STAGE,BESIDE SAM KIDS","58"
"Hemmigepura,HEMMIGEPURA,OPPOSITE OF HOTEL SUKANYA","58"
"Jn Of BCC Layout","58"
"Junction Of Malur Road,HOSAKOTE,IN FRONT OF AUTO ELECTRICAL WORKS","58"
"Kathruguppe,OPPOSITE OF ASHWATHA KATTE","58"
"Konasandra,KONASANDRA,OPPOSITE OF SUNNY MADEENA MASJID","58"
"Manjunatha Kalyana Mantapa","58"
"Nayandahalli Quaters","58"
"Patelappa Layout,NAGASHETTYHALLI,BESIDE VVM STORE","58"
"Ramakrishna Ashrama,BASAVANAGUDI,OPPOSITE INDUS BANK","58"
"Ramakrishnappa Layout","58"
"Razak Palya,RAZACK PALYA,BESIDE PROVISION STORE","58"
"Srirama Reddy layout,VIGNANA NAGARA,IN FRONT OF TASTY BITES BAKERY","58"
"Yamalur","58"
"22nd Cross Ejipura,BESIDE SHANTHI SCOOTY GARAGE","60"
"Anekal Bus Stand","60"
"Arabic college","60"
"BHEL Layout ,PATTANAGERE, B.H.E.L. LAYOUT,OPPOSITE OF NANJUNDESHWARA ELECTRICALS","60"
"Bendiganahalli Cross,BENDIGANAHALLI","60"
"Bisanahalli,BISANAHALLI,OPPOSITE OF MILK DAIRY","60"
"Byrasandra,BYRASANDRA,OPPOSITE OF ANJANEYA TEMPLE","60"
"CGHS Nagavar Palya,C.V.RAMAN NAGARA,OPPOSITE OF PLAY GROUND","60"
"Chandrappa Circle Aralimara,CHUNCHANA KUPPE,IN FRONT OF GOVT. SCHOOL","60"
"Channabyregowda Circle Hosakote,HOSAKOTE,IN FRONT OF K.E.B. OFFICE","60"
"Chikkegade cross,CHIKKA HOGODE GATE,OPPOSITE OF ALLIANCE UNIVERSITY","60"
"East Point College,AVALAHALLI,OPPOSITE OF EAST POINT COLLEGE","60"
"Gandhi school,SRIRAMPURA,IN FRONT OF PARK","60"
"Jangama Kote,JANGAMA,OPPOSITE OF POLICE STATION","60"
"MS Palya,MOHAMMAD SAB PALYA,BESIDE ARYA BAKERY & SWEETS","60"
"Marenahalli,MARENAHALLI,BESIDE RESIDENTIAL AREA","60"
"Mestripalya,MESTRIPALYA,IN FRONT OF CHURCH","60"
"Milk Colony,MILK COLONY,OPPOSITE OF RAILWAY TRACK","60"
"Muthurayana Pura,OPPOSITE OF MUTHURAYA SWAMY TEMPLE","60"
"Nelmangala Bypass,NELAMANGALA,OPPOSITE OF BINDU WINES","60"
"Raghavendra Colony,CHAMARAJA PETE,IN FRONT OF SIDDALINGESHWARA STORE","60"
"SHAMPURA,SHAMPURA,IN FRONT OF AMBEDKAR COLLEGE","60"
"Seegehalli Cross,BESIDE OPEN AREA(HUNASEMARA)","60"
"Sidihosakote,ANEKAL TALUK,OPPOSITE OF GOVERNMENT SENIOR PRIMARY SCHOOL","60"
"Srirampura BashyamNagara,SRIRAMPURA,OPPOSITE OF SRINIVASA BAR","60"
"Thaniyur,THANIYURU,OPPOSITE OF GOVT. PRIMARY SCHOOL","60"
"Thigalara Palya,THIGALARAPALYA,BESIDE GANESHA TEMPLE","60"
"Uttarahalli","60"
"Vaderamanchanahalli","60"
"Vallepura Gate,IN FRONT OF MARIYAMMA TEMPLE","60"
"Vijayanagara TTMC,SUBBANNA GARDEN,OPPOSITE OF VIJAYANAGARA T.T.M.C.","60"
"Adigondana Halli,ATTIBELE HOBLI,ANEKAL TALUKU,IN FRONT OF SRI LAKSHMI PROVISION STORE","62"
"Akkayamma Betta,VIDYA NAGARA,IN FRONT OF AKKAYYAMMA TEMPLE","62"
"Anekal Circle","62"
"Annapoorneshwari Nagara,ANNAPOORNESHWARI NAGARA,NEAR ANNAPOORNESHWARI BAKERY","62"
"Arekere MICO Layout","62"
"Belathuru,KADUGODI,IN FRONT OF S.M.P.SOLUTIONS","62"
"Chandapura,ANEKAL TALUKU,BESIDE SWAMI VIVEKANANDA RURAL EDUCATION ,SOCIAL ASSOCIATION","62"
"Ganjoor,GUNJURU,IN FRONT OF SRI RAMA TEMPLE","62"
"Gowdana Palya Petrol Bunk","62"
"Gowrenahalli,Opp to open area","62"
"Hale Chandapura","62"
"Jalahalli Village","62"
"Jettipalya,TAVAREKERE,BESIDE OPEN AREA","62"
"K NarayanaPura Cross","62"
"Kaji Sonnenahalli Gate,KAJI SONNENAHALLI,OPPOSITE OF ANJANEYA TEMPLE","62"
"Kannamangala Gate,KANNAMANGALA,OPPOSITE OF HORTICULTURE OFFICE","62"
"Karenahalli Cross,BESIDE OPEN AREA","62"
"Kempapura Agrahara,K.P.AGRAHARA,IN FRONT OF KADAPA SWAMY MATHA","62"
"Kottur Cross,OPPOSITE OF MANGO FARM","62"
"LAXMISAGARA","62"
"Laxmidevi Nagar,LAKSHMIDEVI NAGARA,OPPOSITE OF GANESHA TEMPLE","62"
"Mayasandra,ANEKAL TALUK,OPPOSITE OF SRI DROUPATHAMMA DEVI TEMPLE","62"
"Meenakshi Layout,MEENAKSHI LAYOUT,BESIDE HOTEL ADITHYA","62"
"Mother Dairy Cross","62"
"NAGAGONDANAHALLI","62"
"Nalku kamba,GUDIMAVU VILLAGE,BESIDE SRI LAKSHMI PROVISION STORE","62"
"Saffal Market,KAJI SONNENAHALLI,OPPOSITE OF SAFAL DAILY FRESH","62"
"Seethanayakanahalli","62"
"Shegehalli","62"
"Shettihalli,ANEKAL TALUK,IN FRONT OF MILK PRODUCT CO-OPERATIVE SOCIETY","62"
"Thotagere Temple,BASAVANNA TEMPLE,BESIDE S.B.S.TENT HOUSE","62"
"Amruth Nagara,AMRUTH NAGARA,IN FRONT OF INDIA LTD","64"
"Anche Palya","64"
"Ashrama Savandarbar,SUNKALPALYA,OPPOSITE OF SAVAN DARBAR ASHRAMA","64"
"Devi Nagara Cross","64"
"Gadipalya,GADIPALYA,IN FRONT OF DOOR NO 78","64"
"Government School,JAKKURU,OPPOSITE OF WATER TANK","64"
"HSR Layout 2nd Sector,BESIDE GNAN SRISTL SCHOOL OF EXCELIENCE","64"
"Hebbala,HEBBALA,BESIDE BRIDGE FLYOVER","64"
"Hejjala,HEJJALA,IN FRONT OF CANARA BANK","64"
"Immadihalli","64"
"Jn of BDA Ring Road","64"
"Kadugodi Bapuji circle ,KADUGODI,IN FRONT OF ALANKAR BAKERY","64"
"Kengeri Bande Mata,KENGERI UPANAGARA,OPPOSITE OF ADISHAKTHI DODDAMMA TEMPLE","64"
"Kolathur Gate","64"
"MDBlock","64"
"Malleshwaram 8th Cross,MALLESHWARAM,BESIDE R.V.APARTMENTS & PUSHPAYANI MEDICALS","64"
"Mylanahalli ,MYLANAHALLI,BESIDE OPEN AREA","64"
"Periyar Nagara Circle,BILAL NAGARA,IN FRONT OF KBS FAIR PRICE","64"
"Raghavendra Circle","64"
"Raja rajeshwari School,RAJESHWARI NAGARA,IN FRONT OF FAIR & STYLE BEAUTY PARLOUR","64"
"Rajapura,ANEKAL TALUK,OPPOSITE OF GANGOTHRI PROVISION STORE, JAGADISHARADYA","64"
"Tattaguppe,TATGUPPE,OPPOSITE OF DONA PAULA CLINIC","64"
"Thokathimmanadoddi Cross,TOKATHIMANA DODDI,OPPOSITE OF NARAYANA ESTATE","64"
"Thotada Guddadahalli,THOTADAGURADAHALLI,BESIDE KARTHIK STORES","64"
"Vaidehi Hospital,WHITEFIELD,OPPOSITE OF TTMC BUS STAND","64"
"Yelahanka NES","64"
"Yelahanka Satelite Town 4th Phase","64"
"Yeshwanthpura Circle,YESHAWANTHAPURA,BESIDE YESHAWANTHAPURA POLICE STATION","64"
"Yeshwanthpura Circle,YESHAWANTHAPURA,OPPOSITE YESHAWANTHAPURA POLICE STATION","64"
"80 Feet Road Babusab Palya","66"
"Avalahalli,AVALAHALLI,IN FRONT OF MUNESHWARA TEMPLE","66"
"Chikkalasandra Ramanjaneya Layout Cross,RAMANJANEYA NAGARA,IN FRONT OF BELURU IYENGAR BAKERY","66"
"Chikkalasandra Ramanjaneya Layout,CHIKKALASANDRA,IN FRONT OF A.L.ABBAIAH NAIDU STUDIO","66"
"Chinnappana Garden","66"
"Dairy Circle","66"
"Dodda Byaladakere,DODDABYALA KERE,BESIDE ANJANEYA TEMPLE","66"
"Gowrenahalli,Opp to petty shop","66"
"HM World City Apartments,AVALAHALLI,IN FRONT OF NANDI GARDEN","66"
"Hossalli,GUNJURU,IN FRONT OF PATTALAMMA TEMPLE","66"
"JHBCS Cross,J.H.B.C.S.COLONY,IN FRONT OF JARAGANAHALLI HOUSING SOCIETY LTD","66"
"Jn of Gollahallii Road,KODIPALYA,NEAR BY SHRI JUICE CENTRE","66"
"KEB Thyagaraja nagara,THYAGARAJA NAGARA,OPPOSITE OF K.E.B. QUARTERS","66"
"Lakshmipura Cross,LAKSHMIPURA,BESIDE MAHALAKSHMI ELECTRICALS","66"
"MGRoad","66"
"Maduranagar,MADHURA NAGARA,IN FRONT OF VENKAT HEALTH CARE","66"
"Marappa Garden,LAST STOP","66"
"Meda Agrahara Cross,MEDA AGRAHARA,BESIDE BISMILLA PROVISION STORES","66"
"Muthyalaya Nagar Cross,MATHIKERE, CHOUDESHWARI BUS STOP,OPPOSITE OF FRIENDS DRIVING SCHOOL","66"
"Ravugodlu Cross,RAVGODLU,BESIDE OPEN AREA","66"
"Shanthi Layout","66"
"Shanubhogana Halli,SHANUBHOGANA HALLI,IN FRONT OF GOVT.HIGHER PRIMARY SCHOOL","66"
"Srirampura,SRIRAMPURA,BESIDE MESTRIPALYA LAKE","66"
"Thippasandra Gate,OPPOSITE OF ARALIMARA","66"
"Thotada Guddadahalli,THOTADAGURADAHALLI,BESIDE HOTEL MAHALAKSHMI","66"
"Tibetian College,HEJJALA,IN FRONT OF DALAILAMA EDUCATION INSTITUTES","66"
"Vivekanada Nagara,VIVEKANANDA NAGARA,IN FRONT OF M.M.BAR & RESTAURANT","66"
"BCC Layout","68"
"Bande Kodigehalli,BANDE KODIGEHALLI,BESIDE MILK DAIRY","68"
"Bangla Gate Bannerghatta Anekal Road,Open area","68"
"Bilwarada Halli,BILAVARADAHALLI,OPPOSITE OF TAJ HERITAGE","68"
"Cable Factory Kakolu Road,CHOKKENA HALLI,BESIDE OPEN AREA","68"
"Central","68"
"Chikkagubbi Cross","68"
"D Group Employees Layout Cross,Annapoorneshwari Nagara,Image Granites","68"
"D Souza Nagara,HOSKEREHALLI,IN FRONT OF R.K.S.STEELS & CEMENTS","68"
"Gonipura,GONIPURA,BESIDE GOVERNMENT SCHOOL","68"
"Government School,JAKKURU,IN FRONT OF PROVISION STORE","68"
"Jakkur,JAKKURU,IN FRONT OF B.B.M.P. OFFICE","68"
"Kallukunte Agrahara,KALKUNTE AGRAHARA,BESIDE RANGANATHA KALYANA MANTAPA","68"
"MICO Layout","68"
"Pinto bore,TAGACHAGUPPE,IN FRONT OF HOTEL AMMA","68"
"Raitarasante Yelahanka,YELAHANKA,BEHIND A.P.M.C. MARKET","68"
"Ramakrishna Nagara 2nd Main","68"
"Sridhara Gudda,KODIPALYA,OPPOSITE OF AMARAVATHI CONDIMENTS","68"
"Srirampura Cross,JAKKURU,OPPOSITE OF SUSHMITHA CONDIMENTS","68"
"Surabhi Layout Yelahanka Road,YELAHANKA,BEHIND GOOD SHEPHERD CHURCH","68"
"VRL Godwon Jakkur,AMRUTHAHALLI,BEHIND V.R.L. GODOWN","68"
"Vidyanagara Cross,VIDYA NAGARA,IN FRONT OF SWETHA MEDICALS","68"
"Vinayaka Nagara,RAMOHALLI,IN FRONT OF GANESHA, ANJANEYA TEMPLE","68"
"Vittala Nagara,CHAMRAJAPET,IN FRONT OF VITTALA MANDIRA","68"
"Ambedkar Medical College Shampura,TANY ROAD,OPPOSITE OF AMBEDKAR MEDICAL COLLEGE","70"
"Bandi Reddy Circle,SRIRAMPURA,BESIDE MUNESHWARA SWAMY TEMPLE","70"
"Chandrappa Circle,IN FRONT OF WATER OVER HEAD TANK","70"
"Channasandra,CHANASANDRA,IN FRONT OF APOLLO PHARMACY","70"
"Depot-25","70"
"Dodda Alada Mara,DODDA ALADAMARA ROAD,OPPOSITE OF DODDALADAMARA","70"
"HSR 6th Sector","70"
"HSR BDA Complex","70"
"Hanumantha Nagara Ward Office,HANUMANTHA NAGARA,BESIDE NAGINI CREDIT CO-OPERATIVE SOCIETY","70"
"Iskcon Temple","70"
"Itagalapura Cross,ITKALPURA GATE,BESIDE OPEN AREA","70"
"JC Nagara","70"
"Jayanthi Nagar,JAYANTHI NAGARA,IN FRONT OF SHUSHRUTHA HOSPITAL","70"
"Jn of Kommaghatta Road,KENGERI UPANAGARA,IN FRONT OF MAHADESHWARA MEDICALS","70"
"Kamblipura,ANEKAL TALUK,OPPOSITE OF GOVERNMENT PRIMARY SCHOOL","70"
"Kethohalli ,KETHOHALLI,IN FRONT OF GOVERNMENT FAIR PRICE DEPOT","70"
"Lotte Gollahalli,LOTTEGOLLAHALLI,BESIDE SRI GANESHA UPAHARA","70"
"Nirmala Stores,HANUMANTHA NAGARA,OPPOSITE OF SANGEETHA MEDICALS","70"
"Nisarga Gate","70"
"Sonal Garments,PEENYA INDUSTRIAL AREA,IN FRONT OF SONAL GARMENTS","70"
"Subramanya temple,HANUMANTHA NAGARA,IN FRONT OF CAUVERY FURNITURE SHOWROOM","70"
"Thanisandra,THANISANDRA,BESIDE ARALIMARA","70"
"Varthuru,VARTURU,OPPOSITE OF GOVT.COLLEGE VARTURU","70"
"Vidyanagara Devanahalli Road,VIDYA NAGARA,OPPOSITE OF JAYAPRAKASH NARAYANA NATIONAL YOUTH CENTER","70"
"White Field Post Office","70"
"Yale Kodigehalli,ELE KODIGE HALLI,IN FRONT OF M.V.ENTERPISES","70"
"Arehalli Cross,OPPOSITE OF ALADAMARA","72"
"Billakempana Halli,BILLA KEMPANAHALLI,OPPOSITE OF RAILWAY GATE","72"
"Byramangala Cross,BIDADI,OPPOSITE OF TYAGARAJU CENTRAL SCHOOL","72"
"Channabyregowda Circle","72"
"Geddalahalli,BHOOPASANDRA,BESIDE NANDINI MILK PARLOUR","72"
"Gruhalaxmi layout,GRUHALAKSHMI LAYOUT,BESIDE B.B.M.P. OFFICE","72"
"HAGADUR","72"
"Harohalli","72"
"Heelalige Cross,ANEKAL TALUK,OPPOSITE OF PRIYANKA ENTERPRISES","72"
"Hinnakki,ANEKAL TALUK,IN FRONT OF HOTEL ANNAPOORNESHWARI","72"
"Jalahalli East,JALAHALLI EAST,BESIDE AIR FORCE QUARTERS","72"
"Jn of 5th main","72"
"Karihobanahalli Cross,KARIHOBANAHALLI,BESIDE RESIDENTIAL AREA","72"
"Katta Nallur Gate,KATTANALLURU CROSS,IN FRONT OF NANDU BAKERY","72"
"Lido","72"
"MICO Factory,CHANNAKESHAVA NAGARA, ELECTRONIC CITY POST,IN FRONT OF S.L.V. BAR & RESTAURANT","72"
"Mukkodlu,MUKKODLU,IN FRONT OF KABALAMMA TEMPLE","72"
"PES College,BANASHANKARI 3RD STAGE DWARAKA NAGARA,BESIDE PAVITRA HARDWARE","72"
"Rajanukunte,RAJANAKUNTE,BESIDE SRI MANJUNATHA BAKERY & SWEETS","72"
"Ramakrishnapura,ANEKAL TALUK,NEAR DISTRICT AGRICULTURE TRAINING CENTER","72"
"Water Tank Raggigudda,JP NAGARA 3RD PHASE,OPPOSITE OF B.W.S.S.B.","72"
"Ambedkar Bhavana","74"
"Ananda Rao Circle,OPPOSITE OF DHQF WATER TANK SERVICE OFFICE","74"
"Annasandra Palya","74"
"Apex Bank,BANASHANKARI 1ST STAGE HANUMANTHA NAGARA,BESIDE ANJU FURNITURES","74"
"Bellahalli Cross,BELAHALLI,BESIDE OPEN AREA","74"
"Byachaguppe Gate","74"
"Elgin Floor Mill","74"
"Govinda Pura Cross,ARABIC COLLEGE,IN FRONT OF RAJCO ENTERPRISES","74"
"Janatha mane,MADHURA NAGARA,IN FRONT OF KRISHNA BEKARY AND SWEETS","74"
"Kanva Gate,OPPOSITE OF KANVA GARDEN CITY LAYOUT","74"
"Kodi Chikkanahalli","74"
"Muneshwara Temple","74"
"Muthyalaya Nagar,MUTHYALA NAGARA, NEAR MATHIKERE,BESIDE MUTHYALAMMA TEMPLE","74"
"Nanjundeshwara Traders","74"
"Nerige,IN FRONT OF ASWATHA  KATTE","74"
"SBI Bank","74"
"Sidedahalli,SIDEDAHALLI,BESIDE SRI RAM MEDICALS","74"
"Sondekoppa,SONDEKOPPA,BESIDE GRAMA PANCHYATH OFFICE","74"
"Sulibele Hoskote,SULIBELE,OPPOSITE OF THIRUMALA MEDICALS","74"
"T R Mill","74"
"Thigalarapalya Church,BESIDE PROVISION STORE","74"
"Yanagunte,YENGUNTE,OPPOSITE OF DOOR NO 35","74"
"14th Main HSR Layout","76"
"Ashrama Ramohalli,RAMOHALLI,OPPOSITE OF MYTHREYI GURUKULA ASHRAMA","76"
"Ashrama Savandarbar,SUNKALPALYA,IN FRONT OF SAVAN DARBAR ASHRAMA","76"
"Attibele,ATTIBELE,IN FRONT OF GOVT. HIGHER PRIMARY SCHOOL","76"
"Audugudi Police Station","76"
"Chikka Banawara Sante Beedi,CHIKKA BANAVARA,BESIDE SUMUKHA SWEETS & JUICE","76"
"Clarence School,FRAZER TOWN,OPPOSITE OF CLARANCE SCHOOL","76"
"D Hosahalli Cross,DEVANAGONDI,BESIDE RENUKA MAHESHWARI  WOOD WORKS","76"
"DODDANEKUNDI CROSS","76"
"Dodda Gubbi,DODDAGUBBI,BESIDE PANCHAYATHI OFFICE","76"
"Doddanekkundi","76"
"East West School,RAJAJINAGARA 2ND BLOCK,BESIDE EAST WEST SCHOOL","76"
"Gayathrinagara,GAYTHRI NAGARA,BESIDE NANJUNDESHWARA ENTERPRISES","76"
"Government Soap Factory,RAJAJINAGARA 1ST BLOCK,INFRONT OF TOYOTA SHOW ROOM","76"
"Jn of New Bridge,DOMLURU,OPPOSITE OF COIN BOOTH","76"
"Konanakunte Cross Kanakapura Road","76"
"Koramangala Water Tank,KORAMANGALA,OPPOSITE OF AGARWAL EYE HOSPITAL & STATE BANK OF INDIA","76"
"Krupanidhi college","76"
"Lakshmisagar Gate,LAKSHMISAGARA,OPPOSITE OF MARUTHI CEMENT BLOCK INDUSTRIES","76"
"MS Palya,MOHAMMAD SAB PALYA,BESIDE NEW MADINA HOTEL","76"
"Manchanayakanahalli,MANCHANAYAKANA HALLI,NEAR L.J.IYENGAR BAKERY","76"
"Mariyappana Palya,DASARAHALLI,OPPOSITE OF JYOTHI BAKERY","76"
"Ramamandira Gayathrinagar,GAYTHRI NAGARA,BESIDE RAMA MANDIRA TEMPLE","76"
"Ramasandra","76"
"Ravugodlu Cross,RAVGODLU,IN FRONT OF ARALIMARA","76"
"Sadappanahalli,SADAPANAHALLI,BESIDE OM SHAKTHI TRADERS","76"
"Sapthagiri College Chikka Banawara,KIRLOSKAR LAYOUT,BESIDE SAPTHAGIRI COLLEGE","76"
"Srinivasapura gate,SRINIVASAPURA,IN FRONT OF SATISH BIKE CENTRE GARAGE","76"
"Subramanyanagara,SUBRAMANYA NAGARA,BESIDE ELECTRO SYSTEMS PVT LTD","76"
"Sulibele Hoskote,VALMIKI NAGARA,OPPOSITE OF MAHALAKSHMI BAKERY","76"
"Swastik,NEHARU NAGARA,BESIDE MALLESHWARM POLICE STATION","76"
"Tanisandra,THANISANDRA,OPPOSITE OF IYENGAR BAKERY","76"
"Thambuchetty Palya,T.C.PALYA,IN FRONT OF ANTHONY COMPOSITE P.U. COLLEGE","76"
