lat,lon
"12.9197565816171","77.5923588994416"
"12.9226893214618","77.5933845451659"
"12.9231859777075","77.5887716805949"
"12.9279596029171","77.5876041867249"
"12.9284826437007","77.58420959115"
"12.9317783285","77.5839063618"
"12.9361068271","77.5839236286"
"12.9366643075","77.5766457058"
"12.9367205700067","77.5721701369447"
"12.9395624343","77.5721522514"
"12.94189","77.57358"
"12.9457424115","77.5707005896"
"12.94914747783","77.567561017579"
"12.9518947285","77.5674634986"
"12.957194522","77.5682954863"
"12.95850855","77.57402561"
"12.96161187","77.57527904"
"12.96366","77.56843"
"12.9681187418378","77.5680068206731"
"12.97736","77.57074"
"12.9817447954723","77.574481312945"
"12.9899747663903","77.572098665973"
"12.9978901319732","77.5713099939793"
"12.99966","77.57128"
"13.005030714","77.5711547211"
"13.0090816878","77.5710476004"
"13.01565694","77.56289701"
"13.017420746122461","77.55707759428026"
"13.01856","77.55320"
"13.02311","77.55029"
"12.9064924294071","77.5776125399524"
"12.9071376264641","77.5856277850601"
"12.9111515544","77.5856779609"
"12.9153368901","77.5856925454"
"12.9174407478","77.5835442636"
"12.9237699229","77.5837743469"
"12.916211","77.615991"
"12.916535","77.608779"
"12.9164504021527","77.6067753888095"
"12.9164701153754","77.6043445058414"
"12.9165617812895","77.5995681387583"
"12.917515854479685","77.59505767393114"
"12.9217955556828","77.5969113038296"
"12.9266364529931","77.5970395034122"
"12.9269371964182","77.5924136515609"
"12.9269082684586","77.5897355560392"
"12.973503","77.582949"
"12.9737512954","77.586767273"
"12.9698050953","77.5872509088"
"12.96459373","77.58816043"
"12.9608759377","77.5882853195"
"12.95446","77.59148"
"12.95836876","77.5929835"
"12.9674725762046","77.5994390878679"
"12.9698730761906","77.6029042488889"
"12.9720408","77.61065209"
"12.97640668","77.60853047"
"12.9830382138989","77.6032352181259"
"12.98389098","77.59763625"
"12.9789189901","77.5925345253"
"12.97543","77.58645"
"12.8954248058008","77.5522463865215"
"12.8961664673146","77.5485178576245"
"12.8976035001522","77.5462201163579"
"12.8990713078011","77.5437220869559"
"12.9049496166","77.5433301553"
"12.9069658550541","77.5459173927738"
"12.9092132341356","77.5492530819738"
"12.911746062612","77.5525682756659"
